Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-27.3828	-45.91851	18.53571	0.110322	0.132139	0.693928	0.0636113	1.902644	0.1070605	1.908483	1.479497
6	-32.42989	-50.86398	18.4341	0.240848	0.0619572	0.556995	0.1402	1.88431	0.5244785	1.699744	1.479497
12	-41.06604	-58.75211	17.68608	0.146158	0.567429	0.0626477	0.223765	1.20996	2.424294	0.3457197	2.161669
18	-33.80844	-51.27622	17.46778	0.0826291	0.0379781	0.828821	0.0505718	0.2623345	0.4895917	2.558458	3.122671
24	-42.78752	-57.55659	14.76907	0.323243	0.454864	0.152476	0.0694165	3.526926	0.5277676	1.771288	5.987953
30	-47.91148	-61.13753	13.22605	0.0917653	0.593915	0.289578	0.024742	8.714279	0.1846968	2.314088	3.819998
36	-38.2709	-54.54621	16.27531	0.230823	0.123488	0.256214	0.389476	2.356782	0.03168561	2.727435	2.4275
42	-30.62817	-47.14475	16.51659	0.171373	0.0635711	0.0133105	0.751746	1.79034	0.1714919	1.193953	7.391347
48	-36.38885	-50.88889	14.50004	0.798926	0.174412	0.0122297	0.0144326	1.325095	1.286462	0.6950852	14.19874
54	-43.1975	-57.00135	13.80385	0.467642	0.46391	0.0300587	0.0383885	2.025241	3.842847	0.413458	5.632385
60	-33.95543	-51.2717	17.31627	0.311336	0.0311874	0.0725213	0.584956	0.2259957	1.60852	0.2216894	5.769028
66	-36.37948	-53.13263	16.75314	0.5354	0.016923	0.366625	0.0810516	0.1828253	0.8414274	3.564448	1.264473
72	-34.19826	-53.22897	19.03071	0.275393	0.0179725	0.484457	0.222177	0.1028132	0.3439611	1.473747	2.972938
78	-37.01735	-52.19305	15.1757	0.421288	0.010282	0.330951	0.237479	4.809649	0.3636677	1.949589	3.495061
84	-37.89352	-56.26303	18.36951	0.225257	0.117076	0.078696	0.578971	1.331486	0.1217235	3.011414	0.3109587
90	-34.13728	-55.0907	20.95341	0.170671	0.308702	0.247873	0.272755	0.5848924	0.07959691	1.089795	1.37966
96	-42.83856	-60.49737	17.65881	0.234867	0.340825	0.12317	0.301138	0.155782	0.2529291	3.604236	0.8265693
102	-31.43425	-49.97592	18.54167	0.0627351	0.24144	0.22858	0.467245	0.2875248	1.778163	0.6527799	3.256349
108	-28.49518	-47.32341	18.82823	0.114681	0.110026	0.293676	0.481616	1.125063	0.1960442	1.854534	1.931477
114	-31.074	-50.22842	19.15441	0.179038	0.194506	0.45848	0.167976	0.06604634	0.06131792	1.850491	1.904902
120	-27.91849	-42.85	14.93151	0.100457	0.0273395	0.350015	0.522188	2.695349	0.06838568	3.096374	3.183481
126	-25.98775	-42.49783	16.51008	0.0414959	0.0394582	0.463378	0.455668	6.176994	0.6733796	0.8055491	2.210471
132	-28.08231	-49.87494	21.79263	0.140879	0.0814016	0.649513	0.128207	0.6033292	0.6074664	0.4025239	0.3529761
138	-25.31489	-46.12393	20.80904	0.132717	0.0766858	0.184633	0.605964	0.3056022	0.4732573	1.212966	1.221991
144	-29.19618	-48.2026	19.00642	0.089161	0.28314	0.502485	0.125214	0.1814578	0.009271694	2.17403	2.348915
150	-34.62286	-47.04935	12.42649	0.0870066	0.00376494	0.16773	0.741499	0.2529417	0.1146577	5.256116	4.556902
156	-36.91031	-55.70301	18.7927	0.0119674	0.00051785	0.885525	0.10199	0.4316168	1.670997	1.587059	1.496933
162	-34.53273	-53.41931	18.88658	0.0207058	0.00444031	0.453305	0.521549	0.4371215	1.670997	1.086802	2.16055
168	-29.72835	-45.87745	16.14909	0.0901583	0.0193342	0.107557	0.782951	1.807506	1.841295	0.3447443	5.098279
174	-28.17595	-47.65419	19.47824	0.177641	0.0363735	0.100109	0.685876	1.208379	0.9649555	0.3447443	1.726275
180	-32.90408	-53.27053	20.36644	0.210727	0.0947489	0.260772	0.433752	1.785182	0.1872658	0.869229	0.9211819
186	-26.18672	-48.04556	21.85884	0.444961	0.13799	0.1807	0.236349	0.3568758	0.208524	0.7135366	0.8698879
192	-33.31809	-52.96158	19.64349	0.572186	0.0207506	0.135259	0.271804	1.060705	1.976704	0.209142	0.4030403
198	-38.0684	-55.09758	17.02918	0.0902422	0.0278361	0.168699	0.713223	3.837735	0.7953277	0.3676207	2.929371
204	-30.0158	-49.14501	19.1292	0.42905	0.298797	0.117708	0.154445	0.2432642	0.6957306	0.8638575	3.924671
210	-29.32314	-48.3289	19.00576	0.285289	0.210714	0.30039	0.203607	1.424004	0.5311242	0.6348837	2.768796
216	-29.48157	-47.13358	17.65201	0.327806	0.149419	0.135521	0.387254	7.216849	0.5091661	1.177023	0.2462001
222	-30.0603	-51.20113	21.14082	0.463298	0.0188774	0.347344	0.170481	1.5732	0.01102336	0.5438073	0.6889805
228	-27.49784	-49.14667	21.64882	0.238863	0.04487	0.31029	0.405977	0.2793808	0.6454344	0.3306945	0.6889805
234	-31.94142	-50.07294	18.13153	0.513336	0.0603886	0.328141	0.0981339	1.082764	0.5312287	1.040714	4.380753
240	-29.89712	-50.39233	20.49521	0.420083	0.0309923	0.260021	0.288903	0.6925908	0.2158442	1.588692	0.9471424
246	-28.41252	-47.86633	19.45381	0.177122	0.0207856	0.347737	0.454355	0.1591295	0.2064467	1.34407	3.134456
252	-32.81058	-50.0868	17.27622	0.0178975	0.0294631	0.321987	0.630653	3.460558	0.07337079	1.34407	2.960431
258	-33.98289	-53.61303	19.63014	0.0200907	0.0966304	0.361444	0.521835	1.427221	0.4537045	1.531327	0.9325249
264	-26.77423	-47.04792	20.27368	0.179774	0.0358605	0.492243	0.292122	2.073966	0.1183344	1.179887	0.563154
270	-23.73391	-43.46123	19.72732	0.105314	0.0210076	0.594609	0.279069	2.369782	0.4155853	1.403875	0.254132
276	-25.36872	-45.5456	20.17688	0.396585	0.114089	0.363662	0.125664	2.138616	0.00804074	0.7368877	1.122443
282	-25.29489	-44.18632	18.89143	0.225884	0.0781284	0.0841036	0.611884	3.014226	1.085742	0.4265255	0.830899
288	-30.09961	-46.62534	16.52573	0.135773	0.35438	0.0884222	0.421425	4.958174	0.432994	1.142055	2.800827
294	-30.36299	-47.68535	17.32236	0.0824758	0.2571	0.0529568	0.607468	4.24498	1.442728	0.5542093	1.410941
300	-29.70051	-44.85233	15.15181	0.038116	0.251954	0.114621	0.595309	10.42255	0.3336922	1.62213	1.509789
306	-23.32482	-44.80787	21.48305	0.0104554	0.259199	0.117917	0.612428	0.3886314	0.04536638	1.21286	0.9151806
312	-23.33557	-44.53021	21.19463	0.0292449	0.147048	0.288662	0.535045	0.2505415	0.5869648	0.7129486	1.203951
318	-25.36887	-44.66542	19.29655	0.0286153	0.560724	0.092607	0.318054	3.592218	0.3682264	0.6194322	0.8049476
324	-24.19924	-45.6245	21.42525	0.0170565	0.215143	0.345267	0.422533	0.3852965	0.1538032	1.157568	0.9308376
330	-25.80339	-45.40982	19.60643	0.0219701	0.148689	0.444731	0.38461	0.9436438	1.105926	0.5397281	1.786374
336	-24.74431	-44.06228	19.31797	0.033243	0.35261	0.513621	0.100526	1.073325	1.157497	0.5492389	1.922116
342	-30.47911	-49.9847	19.50559	0.0305334	0.401069	0.205837	0.362561	1.068105	1.568778	0.2694715	1.062329
348	-31.27144	-47.41953	16.14809	0.170827	0.387262	0.279057	0.162854	4.075318	1.372251	0.2475896	2.977424
354	-32.90285	-49.7557	16.85285	0.258267	0.0712271	0.450245	0.220261	4.981079	1.372251	1.202496	1.069198
360	-27.08202	-46.31464	19.23262	0.098218	0.0347806	0.171227	0.695775	1.693087	1.398658	0.5121297	1.103644
366	-28.48577	-45.78831	17.30254	0.23631	0.0159782	0.401612	0.346099	0.09045505	1.5409	0.327784	5.482885
372	-25.44858	-46.77597	21.32739	0.348011	0.181974	0.344922	0.125093	0.638367	0.2851418	1.168402	0.6495871
378	-34.12748	-50.09968	15.9722	0.160598	0.158716	0.397442	0.283244	0.8051876	3.576318	0.4321563	3.840831
384	-34.83851	-49.06341	14.2249	0.0677496	0.00892515	0.521385	0.401941	6.035379	1.000146	1.219382	5.168585
390	-25.79683	-46.30675	20.50992	0.178307	0.0689241	0.263231	0.489538	0.1350059	0.8851173	0.7845724	1.421882
396	-38.53778	-48.06798	9.5302	0.222463	0.0291606	0.224676	0.5237	11.43779	0.4588648	1.326112	19.12929
402	-34.81398	-50.09407	15.28009	0.647305	0.0848492	0.107644	0.160201	2.154104	0.7574405	2.737387	3.053717
408	-39.63805	-52.11174	12.47369	0.188074	0.592527	0.150203	0.0691964	35.28358	1.030734	0.6624767	0.6620225
414	-29.89285	-48.09008	18.19723	0.0462632	0.163722	0.000360585	0.789654	1.206812	0.3920658	1.525411	3.168731
420	-34.8151	-49.38588	14.57078	0.283109	0.590216	0.0759385	0.0507363	1.35257	1.008311	0.6764408	15.15826
426	-28.67117	-47.81247	19.14129	0.0600815	0.145996	0.297823	0.496099	1.560732	0.167889	1.159688	2.260406
432	-29.22592	-48.14247	18.91655	0.0297516	0.563064	0.0483301	0.358854	0.7402033	1.641355	0.5895362	2.260406
438	-32.09087	-48.96564	16.87477	0.00994196	0.657386	0.206469	0.126203	0.6284281	0.5339334	1.026783	9.203605
444	-30.48797	-48.57623	18.08827	0.503481	0.0998762	0.0214158	0.375227	0.2420661	0.2407938	2.18726	3.502122
450	-30.72861	-50.65968	19.93107	0.106011	0.102468	0.517246	0.274275	1.230981	0.09470084	1.41806	1.333475
456	-33.39287	-47.93556	14.54269	0.141674	0.222903	0.373478	0.261945	12.11192	0.2111176	1.381274	2.340915
462	-29.40609	-46.02162	16.61553	0.15462	0.353432	0.252207	0.23974	4.153816	0.4137201	1.220937	3.148864
468	-32.57034	-48.10915	15.5388	0.102341	0.233932	0.44777	0.215957	1.063593	0.6301544	1.80355	8.517638
474	-36.62275	-53.80434	17.1816	0.272022	0.210463	0.460984	0.0565307	2.09558	1.784872	0.6670008	2.794591
480	-35.69365	-51.09661	15.40296	0.161147	0.0251648	0.331129	0.482559	0.172615	0.08002864	2.429066	10.0588
486	-29.62371	-50.48946	20.86575	0.0467298	0.0772056	0.571861	0.304204	0.8109405	0.2353649	1.051899	1.094433
492	-29.25963	-49.19267	19.93304	0.0806188	0.0563442	0.783439	0.079598	0.811927	0.7317762	1.051899	1.574335
498	-29.99359	-47.05584	17.06225	0.0381217	0.781492	0.171861	0.00852441	2.815524	0.6620075	0.6757264	4.162358
504	-28.01582	-47.10167	19.08586	0.259962	0.299921	0.429079	0.0110379	2.771569	0.4936289	1.047234	1.030287
510	-36.40264	-51.81898	15.41634	0.381965	0.255	0.0830875	0.279948	6.911944	1.522334	0.964132	1.994621
516	-30.11609	-49.80321	19.68712	0.158804	0.0729585	0.629627	0.13861	0.6256627	0.9951265	0.2206087	1.922364
522	-38.16422	-55.79521	17.63099	0.426531	0.037105	0.194662	0.341701	5.014797	1.523185	0.4183399	0.6508108
528	-33.37703	-54.12054	20.74351	0.54589	0.0571321	0.249136	0.147842	0.3029483	1.451759	0.4183399	0.8316775
534	-43.15864	-60.13942	16.98077	0.277419	0.270828	0.280016	0.171738	0.7862329	1.682701	0.3975144	5.83852
540	-45.71009	-56.69721	10.98712	0.169748	0.148313	0.058261	0.623679	5.168159	1.347339	1.746532	14.00933
546	-39.10536	-55.79492	16.68955	0.100291	0.66792	0.102476	0.129314	0.1609585	0.6275081	1.260774	9.418841
552	-39.09165	-51.31888	12.22723	0.0234192	0.355068	0.594093	0.0274201	24.78384	1.787678	1.035146	1.060173
558	-32.32089	-51.44498	19.12409	0.359458	0.43199	0.120322	0.0882305	1.386682	0.9551236	1.393455	1.157359
564	-33.99971	-52.44353	18.44382	0.286611	0.21215	0.0728008	0.428438	2.773591	0.4633903	0.8949841	1.975264
570	-33.69964	-52.48576	18.78612	0.317701	0.157157	0.506682	0.0184606	1.38924	1.149302	1.04882	1.784371
576	-33.37584	-48.837	15.46116	0.73991	0.070538	0.13658	0.052973	1.38924	1.693411	0.289837	8.216915
582	-30.31926	-49.8619	19.54263	0.779066	0.0742709	0.0908869	0.0557763	0.3049547	0.4989997	1.697537	1.941562
588	-33.96706	-51.97731	18.01025	0.121698	0.0542	0.731943	0.0921592	0.1959359	0.5720805	1.69534	4.398645
594	-42.50556	-55.41823	12.91266	0.0713597	0.445413	0.429188	0.0540392	0.5887967	1.350592	1.363984	23.73994
600	-38.69963	-53.07653	14.3769	0.0228459	0.217422	0.209502	0.550231	0.4380069	0.9130654	0.8131774	21.70933
606	-50.7804	-58.79178	8.011377	0.0187765	0.30203	0.472266	0.206928	0.9173884	1.658991	4.695923	16.34524
612	-52.83154	-63.55774	10.7262	0.231315	0.0862573	0.614383	0.0680447	4.796974	2.688226	0.5709356	15.58383
618	-39.12952	-56.15515	17.02564	0.0875762	0.668322	0.174468	0.0696342	1.845348	1.360383	1.643128	2.365473
624	-33.6224	-46.87765	13.25524	0.0807547	0.162987	0.208798	0.54746	17.28951	1.762377	0.501517	1.600219
630	-25.94188	-45.39658	19.4547	0.0293112	0.605412	0.0636618	0.301616	1.44765	0.8392246	1.009857	1.347518
636	-26.1635	-44.62994	18.46643	0.0590933	0.104151	0.228678	0.608078	0.7462884	1.254924	0.5503568	3.639085
642	-27.96292	-48.04283	20.07991	0.0792021	0.15767	0.308056	0.455072	1.620204	0.7380174	0.3381339	0.06956261
648	-27.91156	-49.14417	21.23261	0.0411181	0.253624	0.588719	0.11654	0.7148966	0.8669529	0.2856132	0.1432447
654	-26.82157	-47.10119	20.27962	0.386741	0.0944039	0.392408	0.126447	1.919331	0.3791446	1.199192	0.3810128
660	-28.15196	-49.59709	21.44513	0.677338	0.0435374	0.174334	0.10479	0.7352614	0.4013886	1.121993	0.3532915
