Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
360	-27.08202	-46.31464	19.23262	0.0695022	0.059774	0.00340563	0.00579223	0.0303288	0.00865474	0.00422184	0.0450455	6.95937e-05	0.0373285	0.0103337	0.00349544	0.0196571	0.00630284	0.0950434	0.00266389	0.00418959	0.0259976	0.0409181	0.0285564	0.0108486	0.098218	0.0347806	0.171227	0.695775	1.693087	0.189968	0.406899	0.593102	0.810031	0.14452	0.389309	0.74504	1.34221	2.56865	6.91945	1.398658	0.135712	0.116717	0.00664994	0.0113101	0.0592209	0.0168995	0.00824369	0.0879572	0.000135891	0.0728888	0.020178	0.00682529	0.038383	0.0123071	0.185585	0.0052016	0.00818072	0.0507638	0.0798979	0.0557601	0.0211833	0.5121297	1.103644	0.137102	0.381809	0.618192	0.862898
396	-38.53778	-48.06798	9.5302	0.0998137	0.116135	0.011379	0.00376965	0.0467823	0.0419954	0.0673376	0.112927	0.00232608	0.0620226	0.168964	0.115419	0.0120033	0.100336	0.119195	0.0191667	0.0240885	0.0118088	0.106473	0.0573441	0.0268254	0.222463	0.0291606	0.224676	0.5237	11.43779	0.36922	0.465772	0.534228	0.63078	0.530144	0.733814	0.907957	1.10137	1.36274	1.88628	0.4588648	0.075268	0.0875759	0.00858073	0.00284263	0.0352778	0.0316681	0.0507783	0.0851562	0.00175406	0.0467703	0.127413	0.0870357	0.00905153	0.0756616	0.0898828	0.0144533	0.0181648	0.00890484	0.0802898	0.0432423	0.0202286	1.326112	19.12929	0.398223	0.473623	0.526377	0.601778
432	-29.22592	-48.14247	18.91655	0.0496775	0.103754	0.0240737	0.000548885	0.0132848	0.00193231	0.00412448	0.0578102	0.00682546	0.0154842	0.023124	0.0309003	0.0154718	0.0154078	0.0172798	0.0200437	0.00407169	0.039175	0.0346302	0.0237478	0.0881688	0.0297516	0.563064	0.0483301	0.358854	0.7402033	0.0895562	0.351419	0.64858	0.910444	0.103314	0.330524	0.707946	1.41254	3.0255	9.67925	1.641355	0.0842654	0.175992	0.040835	0.000931046	0.0225344	0.00327769	0.00699615	0.0980605	0.0115777	0.0262651	0.039224	0.0524145	0.0262441	0.0261354	0.0293108	0.0339992	0.00690661	0.0664506	0.0587414	0.0402821	0.149556	0.5895362	2.260406	0.224337	0.420439	0.57956	0.775663
468	-32.57034	-48.10915	15.5388	0.103952	0.499558	0.184411	0.0366357	0.00781788	0.00658604	0.00845785	0.0153051	0.0308599	0.0171394	0.0812114	0.0959534	0.146396	0.0279869	0.0709605	0.0799218	0.0324894	0.118669	0.0640665	0.046309	0.128863	0.102341	0.233932	0.44777	0.215957	1.063593	0.13255	0.379306	0.620693	0.867451	0.418324	0.653748	0.875813	1.1418	1.52964	2.39049	0.6301544	0.0576377	0.276986	0.102249	0.0203131	0.00433472	0.00365171	0.00468956	0.00848612	0.0171107	0.00950317	0.0450286	0.0532025	0.0811708	0.0155177	0.0393449	0.0443136	0.0180141	0.0657977	0.0355225	0.0256766	0.0714494	1.80355	8.517638	0.349279	0.46022	0.53978	0.650721
504	-28.01582	-47.10167	19.08586	0.0571737	0.0145753	0.0221219	0.00143042	0.0226867	0.0399192	0.142245	0.0175452	0.018486	0.00706486	0.194691	0.132682	0.0522789	0.00310804	0.0365749	0.0874635	0.00914282	0.00453906	0.0405387	0.116227	0.0267393	0.259962	0.299921	0.429079	0.0110379	2.771569	0.247307	0.428669	0.571331	0.752693	0.505258	0.716808	0.901339	1.10946	1.39507	1.97919	0.4936289	0.0545949	0.0139179	0.0211241	0.0013659	0.0216634	0.0381187	0.135829	0.0167538	0.0176522	0.0067462	0.18591	0.126698	0.0499209	0.00296785	0.0349253	0.0835186	0.00873045	0.00433433	0.0387103	0.110985	0.0255333	1.047234	1.030287	0.128646	0.377105	0.622895	0.871354
540	-45.71009	-56.69721	10.98712	0.0442307	0.105016	0.0572056	0.0544504	0.00982514	0.00396151	0.0629557	0.04908	0.145502	0.110704	0.0822674	0.149586	0.0841288	0.144913	0.161371	0.044824	0.172149	0.0531502	0.0561391	0.0479057	0.107167	0.169748	0.148313	0.058261	0.623679	5.168159	0.309185	0.448563	0.551438	0.690815	0.15515	0.403021	0.753129	1.32779	2.48126	6.44537	1.347339	0.0253249	0.0601283	0.0327538	0.0311763	0.00562552	0.00226822	0.0360461	0.0281014	0.0833088	0.0633853	0.0471033	0.0856476	0.0481691	0.0829716	0.0923952	0.0256646	0.0985661	0.0304319	0.0321432	0.027429	0.0613598	1.746532	14.00933	0.381484	0.46912	0.53088	0.618517
576	-33.37584	-48.837	15.46116	0.000610232	0.0326405	0.00180523	0.0177752	0.00233525	0.00705272	0.0131328	0.0128446	0.0137379	0.00309588	0.0187963	0.0132035	0.00425248	0.0169119	0.010189	0.0514063	0.0142405	0.00034485	0.0190588	0.0254175	0.0109855	0.73991	0.070538	0.13658	0.052973	1.38924	0.165631	0.396137	0.603862	0.83437	0.0961374	0.31912	0.700233	1.4281	3.13362	10.4018	1.693411	0.00210543	0.112617	0.00622843	0.0613281	0.00805711	0.0243334	0.0453111	0.0443166	0.0473988	0.0106815	0.0648512	0.0455551	0.014672	0.0583496	0.0351543	0.177363	0.0491328	0.00118981	0.0657571	0.0876958	0.0379024	0.289837	8.216915	0.346667	0.459481	0.540518	0.653334
612	-52.83154	-63.55774	10.7262	0.000550062	0.0156708	0.00208101	0.0471189	0.0596003	0.00042392	0.0166087	0.0195654	0.0205071	0.0541732	0.0351052	0.0477476	0.0109507	0.00408785	0.0169762	0.0217516	0.0478062	0.0184936	0.0331189	0.0402127	0.0583855	0.231315	0.0862573	0.614383	0.0680447	4.796974	0.302483	0.446534	0.553465	0.697518	0.0242873	0.163134	0.567974	1.76064	6.12991	41.1737	2.688226	0.00096344	0.0274476	0.00364491	0.0825293	0.104391	0.0007425	0.0290904	0.034269	0.0359184	0.0948849	0.0614872	0.0836305	0.0191802	0.00715992	0.0297341	0.0380981	0.0837331	0.0323917	0.0580081	0.070433	0.102263	0.5709356	15.58383	0.387482	0.470743	0.529258	0.612517
648	-27.91156	-49.14417	21.23261	0.0139352	0.0236729	0.0197236	0.00218882	0.004052	0.00297211	0.00193175	0.0196672	0.020511	0.00572568	0.0262141	0.0112351	0.00810356	0.0159056	0.0393185	0.0195654	0.00315006	0.00565123	0.00331487	0.0207048	0.0180698	0.0411181	0.253624	0.588719	0.11654	0.7148966	0.0856752	0.348399	0.651601	0.914325	0.301498	0.557245	0.833242	1.20013	1.79454	3.31677	0.8669529	0.0487904	0.0828843	0.0690572	0.00766358	0.014187	0.0104061	0.00676351	0.0688597	0.0718138	0.020047	0.0917818	0.0393366	0.0283725	0.0556893	0.137663	0.0685031	0.0110291	0.0197863	0.0116061	0.0724926	0.0632666	0.2856132	0.1432447	0.00081372	0.156028	0.843972	0.999186
684	-44.24351	-57.05417	12.81066	0.0137255	0.0638615	0.0552311	0.144299	0.00958351	0.0175947	0.00202557	0.0280933	0.0440672	0.0320087	0.0228429	0.0800002	0.00270833	0.0140256	0.00535765	0.119088	0.166357	0.038111	0.0115429	0.0107307	0.0397993	0.00522556	0.212255	0.429115	0.353405	22.10378	0.405197	0.475478	0.524521	0.594804	0.125994	0.364114	0.729649	1.37052	2.74639	7.9369	1.497854	0.014902	0.0693352	0.0599651	0.156667	0.0104049	0.0191029	0.00219919	0.0305013	0.0478443	0.0347523	0.0248008	0.0868573	0.00294047	0.0152278	0.00581687	0.129295	0.180616	0.0413776	0.0125322	0.0116504	0.0432106	0.9210534	1.263123	0.153821	0.390463	0.609536	0.846179
720	-27.24971	-47.25244	20.00273	0.0625189	0.441265	0.0123949	0.0567188	0.0512354	0.0872005	0.0128124	0.0599139	0.0869517	0.0972397	0.0792856	0.0663798	0.0268933	0.162272	0.368965	0.00312909	0.0404118	0.00879139	0.0664994	0.0469899	0.0159855	0.146013	0.225799	0.460008	0.16818	0.8438601	0.104639	0.362239	0.637761	0.895361	0.814663	0.904865	0.969293	1.03168	1.10514	1.2275	0.1482151	0.0337238	0.238026	0.00668599	0.0305951	0.0276372	0.0470374	0.00691122	0.0323186	0.0469032	0.0524527	0.042768	0.0358064	0.0145067	0.0875324	0.199026	0.00168788	0.0217988	0.00474222	0.0358709	0.0253472	0.00862285	1.853854	0.9718975	0.121532	0.372952	0.627048	0.878468
756	-34.37573	-52.25183	17.8761	0.0160898	0.0378922	0.247885	0.00525306	0.0484448	0.0242896	6.52485e-05	0.00197523	0.0214989	0.00112273	0.00422664	0.025262	0.00414781	0.0245392	0.0741199	0.137316	0.0116223	0.123146	0.0120794	0.108569	0.00847443	0.164499	0.181291	0.411633	0.242576	2.910726	0.25264	0.430504	0.569497	0.747359	0.446907	0.675165	0.884665	1.13037	1.48112	2.2376	0.5823635	0.017153	0.0403959	0.264264	0.00560016	0.0516459	0.0258945	6.95598e-05	0.00210575	0.0229195	0.00119691	0.00450592	0.0269312	0.00442188	0.0261606	0.0790175	0.146389	0.0123902	0.131283	0.0128775	0.115743	0.00903438	0.9380195	2.429913	0.232621	0.423473	0.576527	0.767379
792	-28.68598	-47.4472	18.76123	0.494425	0.254633	0.0178129	0.00351694	0.0568549	0.00865542	0.00384672	0.193911	0.135375	0.118088	0.0226019	0.0662926	0.017712	0.0483182	0.0275273	0.197492	0.0377799	0.0670413	0.00304217	0.0059195	0.0155575	0.0823995	0.541776	0.1308	0.245024	1.102009	0.136919	0.381709	0.61829	0.863081	0.359812	0.607431	0.855963	1.16827	1.64628	2.77923	0.7391015	0.27523	0.141746	0.00991589	0.00195777	0.0316493	0.0048182	0.00214135	0.107944	0.075359	0.0657358	0.0125818	0.036903	0.00985968	0.0268972	0.0153235	0.109938	0.0210309	0.0373197	0.00169348	0.00329519	0.00866036	1.796403	1.477955	0.17329	0.399649	0.60035	0.82671
828	-25.32271	-45.70482	20.38211	0.11041	0.110883	0.00593954	0.00443922	0.0762873	0.0270068	0.000547224	0.0120978	0.0477202	0.0155888	0.127187	0.0124095	0.0129249	0.0259357	0.0112923	0.185122	0.0527647	0.0281217	0.14629	0.0299919	0.0157281	0.15173	0.040294	0.350787	0.457189	0.07619698	7.08478e-06	0.092465	0.907535	0.999993	0.372228	0.617565	0.860393	1.16226	1.61926	2.68653	0.7145722	0.104289	0.104736	0.00561029	0.00419313	0.0720584	0.0255097	0.000516889	0.0114272	0.0450749	0.0147246	0.120137	0.0117216	0.0122084	0.0244979	0.0106664	0.17486	0.0498397	0.0265628	0.13818	0.0283294	0.0148562	1.058687	1.070928	0.133395	0.379776	0.620224	0.866605
864	-25.38774	-46.11008	20.72233	0.121908	0.0524376	0.0711638	0.00649541	0.107282	0.0403586	0.0138525	0.00145979	0.0077478	0.0430044	0.191757	0.079575	0.0283772	0.0588513	0.172638	0.0982488	0.0236309	0.0598	0.0550694	0.00176864	0.189993	0.0423783	0.817252	0.0383389	0.102031	0.7352175	0.0887978	0.350838	0.649162	0.911202	0.447394	0.675524	0.884812	1.13018	1.48033	2.23516	0.581575	0.0855246	0.0367875	0.0499248	0.00455684	0.0752633	0.0283135	0.00971822	0.00102411	0.00543545	0.0301697	0.134527	0.0558256	0.0199079	0.041287	0.121114	0.0689263	0.0165782	0.0419526	0.0386338	0.00124078	0.133289	1.425419	0.5453736	0.0577682	0.322657	0.677343	0.942232
900	-32.49473	-52.35369	19.85896	0.00785883	0.0741754	0.0274783	0.00294431	0.00826307	0.0120486	0.00710146	0.0262286	0.0221525	0.000146777	0.0150244	0.00456347	0.0742889	0.00533638	0.0793278	0.030233	0.00650562	0.0182256	0.000809787	0.025175	0.0535068	0.043557	0.0548095	0.895427	0.00620621	0.3965698	0.0316362	0.287226	0.712774	0.968364	0.0901577	0.30928	0.693425	1.44212	3.23331	11.0917	1.739845	0.0156739	0.147938	0.0548038	0.00587224	0.0164802	0.0240302	0.0141634	0.0523113	0.0441817	0.000292737	0.0299653	0.00910155	0.148165	0.0106431	0.158214	0.0602978	0.012975	0.0363498	0.00161507	0.0502099	0.106716	0.5013947	1.399325	0.166527	0.396555	0.603445	0.833473
936	-45.01413	-53.59206	8.577927	0.104277	0.417675	0.0214751	0.0733079	0.0551003	0.214768	0.0543566	0.0870606	0.0104493	0.0011819	0.0658915	0.010601	0.180713	0.183122	0.192756	0.201151	0.0447158	0.314805	0.126366	0.0840481	0.329182	0.197183	0.384696	0.408477	0.00964428	13.94204	0.381206	0.469042	0.530956	0.618795	0.17179	0.423552	0.764895	1.30737	2.36098	5.82104	1.273671	0.0376044	0.150622	0.00774434	0.0264363	0.0198702	0.0774497	0.0196021	0.0313958	0.00376824	0.000426216	0.0237618	0.00382294	0.0651687	0.0660375	0.0695117	0.072539	0.0161254	0.113525	0.04557	0.0303094	0.11871	2.773005	7.623996	0.341091	0.457899	0.542101	0.658909
972	-46.43341	-64.17484	17.74143	0.0588861	0.0581062	0.00870304	0.0251517	0.0303255	0.0469477	0.0200429	0.0266376	0.0967891	0.0323509	0.0263801	0.0619123	0.113245	0.112817	0.113241	0.0907656	0.0554927	0.0223212	0.00805775	0.060935	0.0388041	0.160772	0.14382	0.324434	0.370974	0.7964274	0.0978984	0.357571	0.642429	0.902102	0.004225	0.06952	0.435271	2.29742	14.3843	236.686	3.952826	0.0531505	0.0524466	0.00785535	0.0227019	0.0273718	0.0423749	0.0180907	0.0240431	0.0873617	0.0291999	0.0238107	0.055882	0.102214	0.101829	0.102211	0.0819248	0.0500876	0.0201471	0.00727291	0.0549998	0.0350245	1.107912	0.4737267	0.0452069	0.307663	0.692337	0.954793
1008	-30.35156	-49.07306	18.7215	0.00893355	0.071134	0.00869512	0.0141409	0.0351914	0.0483481	0.00965003	0.0499027	0.0266812	0.0127198	0.0158524	0.00802428	0.0361871	0.0318155	0.0125294	0.0205325	0.0224942	0.0194845	0.00675677	0.0219281	0.0123932	0.0262334	0.106842	0.705223	0.161701	0.5735699	0.0626175	0.327757	0.672243	0.937382	0.104725	0.332718	0.709409	1.40962	3.00555	9.5488	1.631544	0.0181063	0.144173	0.0176231	0.0286605	0.071325	0.0979907	0.0195584	0.101142	0.0540769	0.0257802	0.0321292	0.0162634	0.0733431	0.0644828	0.0253942	0.0416147	0.0455907	0.0394907	0.0136945	0.0444433	0.0251182	0.4933946	2.861058	0.250775	0.429865	0.570135	0.749225
1044	-31.72421	-48.30076	16.57655	0.0466305	0.0741154	0.0523924	0.0119824	0.0590511	0.00772582	0.00805108	0.124193	0.00328906	0.00666526	0.0604871	0.0875481	0.0746946	0.0191798	0.0118528	0.00889459	0.00390729	0.0568554	0.0247546	0.0181682	0.125233	0.363147	0.207871	0.380438	0.0485436	1.653954	0.187116	0.405694	0.594306	0.812884	0.11205	0.343871	0.716744	1.3952	2.90806	8.92457	1.582659	0.0526499	0.0836827	0.0591556	0.0135292	0.0666738	0.00872313	0.00909037	0.140225	0.00371363	0.00752566	0.0682952	0.0988494	0.0843367	0.0216557	0.0133829	0.0100428	0.00441167	0.0641947	0.0279501	0.0205135	0.141399	0.8856714	4.681874	0.300258	0.445855	0.554145	0.699743
1080	-33.88565	-48.31038	14.42473	0.135015	0.642455	0.0316275	0.0390835	0.0782116	0.0639316	0.0213499	0.0242205	0.0555465	0.0128469	0.131192	0.0319099	0.137393	0.0177528	0.0341998	0.0515172	0.0130345	0.0612549	0.0694232	0.186903	0.244497	0.240869	0.108114	0.0658669	0.58515	3.460269	0.27085	0.436577	0.563424	0.729149	0.766316	0.878264	0.960312	1.04133	1.13861	1.30495	0.1924529	0.0648063	0.308374	0.015181	0.0187598	0.037541	0.0306867	0.0102478	0.0116257	0.0266619	0.0061664	0.0629714	0.0153165	0.0659475	0.0085212	0.0164157	0.0247279	0.00625645	0.0294019	0.0333226	0.0897119	0.117357	2.083364	6.67615	0.330763	0.45493	0.545069	0.669238
1116	-36.32233	-50.92356	14.60123	0.32589	0.161015	0.0204	0.0386988	0.0378453	0.0642401	0.18515	0.0831108	0.0988003	0.0324372	0.135025	0.251198	0.00583106	0.199683	0.240735	0.0396292	0.116788	0.073369	0.461022	0.158332	0.496702	0.0197351	0.590128	0.312754	0.0773829	1.286755	0.156122	0.391596	0.608405	0.843877	0.92112	0.96072	0.987576	1.01258	1.04089	1.08563	0.05941092	0.101023	0.0499133	0.00632381	0.0119963	0.0117317	0.0199138	0.0573949	0.0257636	0.0306272	0.0100552	0.0418566	0.0778691	0.00180757	0.0618997	0.0746257	0.0122847	0.0362033	0.0227437	0.142912	0.0490814	0.153973	3.225903	5.698972	0.317687	0.4511	0.548901	0.682312
1152	-31.90588	-49.09478	17.1889	0.19063	0.0656588	0.000500196	0.0496291	0.173831	0.0379536	0.195803	0.0220459	0.0574898	0.0410399	0.0583719	0.0851674	0.0358354	0.0621714	0.00313532	0.0104418	0.156375	0.0831528	0.100561	0.140224	0.0803326	0.193074	0.224717	0.326161	0.256048	2.266989	0.224673	0.420564	0.579436	0.775327	0.323179	0.57644	0.842092	1.18752	1.73479	3.09426	0.8167416	0.115509	0.0397848	0.000303085	0.0300719	0.10533	0.0229973	0.118643	0.0133583	0.0348349	0.0248674	0.0353694	0.0516056	0.0217138	0.0376717	0.00189979	0.00632699	0.0947523	0.0503849	0.0609332	0.0849664	0.0486761	1.65035	2.450568	0.233581	0.423819	0.57618	0.766419
