Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
2484	-27.91203	-48.14893	20.2369	0.0030863	0.15432	0.0280179	0.0902648	0.0225977	0.0461813	0.0046797	0.015799	0.0518369	0.0159448	0.14756	0.0181897	0.109308	0.00187183	0.0327447	0.168764	0.194121	0.00441353	0.0786775	0.1244	0.0258371	0.0494833	0.0719343	0.436402	0.442181	0.3185947	0.0186885	0.260033	0.739967	0.981312	0.445838	0.674377	0.884343	1.13078	1.48285	2.24297	0.5840944	0.00230559	0.115283	0.0209305	0.0674315	0.0168814	0.0344994	0.00349593	0.0118025	0.0387243	0.0119114	0.110233	0.0135885	0.0816573	0.00139834	0.0244616	0.126074	0.145016	0.00329709	0.0587754	0.0929319	0.0193014	1.338614	1.560931	0.180021	0.402637	0.597363	0.819979
2520	-31.15652	-51.70227	20.54574	0.0114202	0.0487694	0.0128192	0.0140848	0.0274573	0.00250075	0.00567957	0.00537681	0.0109932	0.0172377	0.0213441	0.0310805	0.0181351	0.0287984	0.00660211	0.068388	0.0161145	0.00788587	0.0317682	0.00175329	0.0348115	0.189489	0.174247	0.274792	0.361471	0.1365645	0.000620894	0.150371	0.849629	0.999379	0.222015	0.479987	0.795334	1.25733	2.08339	4.5042	1.088225	0.0269968	0.115289	0.0303039	0.0332959	0.0649077	0.00591165	0.0134262	0.0127105	0.0259875	0.040749	0.0504563	0.0734727	0.0428706	0.0680781	0.0156071	0.161666	0.0380939	0.0186418	0.0750986	0.0041447	0.0822927	0.4230205	1.279471	0.155417	0.39125	0.60875	0.844583
2556	-26.65836	-48.42561	21.76724	0.00841087	0.0130634	0.0371409	0.03548	0.0626113	0.0208458	0.0227939	0.0219799	0.00857017	0.0275575	0.00952375	0.209242	0.0571008	0.0534557	0.0314756	0.0308242	0.0510759	0.153305	0.11061	0.163905	0.00857147	0.336888	0.211076	0.136014	0.316022	0.3158137	0.0182572	0.258906	0.741094	0.981743	0.831962	0.914186	0.972397	1.02839	1.09387	1.20198	0.1330216	0.00739389	0.0114839	0.0326501	0.0311901	0.0550408	0.0183253	0.0200378	0.0193223	0.00753393	0.0242254	0.00837221	0.183942	0.0501966	0.0469922	0.0276698	0.0270972	0.0449001	0.134769	0.0972359	0.144087	0.00753508	1.137543	0.689885	0.0817629	0.34524	0.65476	0.918237
2592	-28.79468	-47.71361	18.91894	0.00371023	0.00857806	0.00147788	0.000576564	0.0123497	0.0107686	0.00458974	0.00921677	0.00196614	0.000398859	0.0062231	0.0126177	0.0175311	0.0543716	0.0117818	0.0241312	0.0150841	0.00316443	0.0104166	0.00282388	0.0148727	0.0643578	0.53715	0.165928	0.232563	0.9051384	0.112954	0.367674	0.632326	0.887046	0.0903692	0.309634	0.693672	1.4416	3.22962	11.0657	1.738151	0.0163698	0.037847	0.00652051	0.00254384	0.054488	0.0475118	0.0202503	0.0406651	0.00867477	0.0017598	0.0274568	0.0556702	0.0773486	0.239891	0.0519824	0.106468	0.0665522	0.0139617	0.0459587	0.0124592	0.0656195	0.2266508	1.606154	0.183527	0.404159	0.595841	0.816472
2628	-29.5996	-47.28151	17.6819	0.073437	0.116876	0.00828152	0.00571211	0.0966145	0.0328648	0.0377488	0.044474	0.0258457	0.0068148	0.0551627	0.0230218	0.0133432	0.0220597	0.00861611	0.0660433	0.0948793	0.0122455	0.00247573	0.00962778	0.0536774	0.0750149	0.313613	0.142837	0.468536	9.021019	0.353369	0.46137	0.53863	0.646631	0.68612	0.83217	0.944295	1.05899	1.20168	1.45747	0.2723821	0.090683	0.144323	0.0102264	0.00705355	0.119304	0.0405828	0.0466137	0.0549183	0.0319153	0.00841518	0.0681171	0.0284282	0.0164767	0.0272402	0.0106395	0.0815529	0.117161	0.0151212	0.00305713	0.0118888	0.0662831	0.8098216	0.2885254	0.0141907	0.247152	0.752848	0.985809
2664	-27.15435	-47.95292	20.79857	0.0626018	0.379006	0.0274526	0.0471006	0.0569103	0.0458237	0.0847362	0.0837362	0.00572762	0.0364241	0.105344	0.0929572	0.0337811	0.0152237	0.00337491	0.0217862	0.216781	0.0504716	0.0786429	0.0535399	0.105448	0.232723	0.662566	0.0238908	0.0808203	0.580492	0.0637972	0.32895	0.67105	0.936203	0.411312	0.648381	0.873564	1.14474	1.5423	2.43124	0.6423762	0.0389588	0.235866	0.0170845	0.029312	0.0354169	0.0285174	0.0527337	0.0521114	0.00356446	0.0226678	0.0655586	0.0578498	0.0210229	0.00947416	0.0021003	0.0135582	0.134909	0.0314099	0.0489417	0.0333194	0.0656233	1.606869	0.2582728	0.0101124	0.232491	0.767509	0.989888
2700	-29.69347	-50.32229	20.62882	0.068266	0.097135	0.0278229	0.00377624	0.0616519	0.00761928	0.049924	0.0364792	0.0112747	0.035547	0.0583556	0.0371507	0.0134342	0.00884506	0.0482527	0.0391641	2.19617e-05	0.0099704	0.00717204	0.0229276	0.0797741	0.361211	0.108755	0.423698	0.106336	0.535007	0.055969	0.320678	0.679322	0.944031	0.542419	0.742052	0.911125	1.09754	1.34761	1.84359	0.4423131	0.0942166	0.13406	0.0383995	0.00521174	0.0850882	0.0105157	0.0689021	0.0503464	0.0155607	0.0490598	0.0805389	0.0512732	0.018541	0.0122074	0.0665954	0.054052	3.03102e-05	0.0137605	0.00989841	0.0316432	0.110099	0.7245648	1.777601	0.195882	0.409352	0.590648	0.804118
2736	-29.86374	-47.3445	17.48076	0.146404	0.0247822	0.036961	0.0358211	0.00264063	0.00993611	0.0422459	0.000998922	0.02129	0.0036625	0.0574025	0.106868	0.0174553	0.0372425	0.0604383	0.0334092	0.0489659	0.043662	0.0390602	0.0991815	0.0139572	0.221052	0.192768	0.150345	0.435835	1.290013	0.156436	0.391749	0.608251	0.843564	0.346831	0.596643	0.851191	1.17482	1.67605	2.88325	0.7656706	0.165919	0.0280855	0.0418876	0.0405958	0.0029926	0.0112605	0.0478769	0.00113207	0.0241278	0.00415068	0.0650538	0.121113	0.019782	0.0422067	0.0684942	0.0378623	0.0554927	0.0494817	0.0442666	0.112402	0.0158175	0.8823854	5.214308	0.309972	0.448799	0.551201	0.690029
2772	-36.22744	-50.78188	14.55444	0.0266741	0.059313	0.0521552	0.00217129	0.025933	0.10691	0.0185585	0.019087	0.00533488	0.000314184	0.0300808	0.0889066	0.00601008	0.0746726	0.00205294	0.0296394	0.00507463	0.0138779	0.00600063	0.0345809	0.0146265	0.702737	0.104454	0.0270768	0.165733	7.663078	0.341478	0.458009	0.54199	0.658523	0.264784	0.52305	0.816941	1.22408	1.91186	3.77666	0.960843	0.0428863	0.0953626	0.0838543	0.00349096	0.0416947	0.171888	0.0298381	0.0306878	0.00857733	0.00050514	0.0483634	0.142943	0.00966292	0.120057	0.00330068	0.0476538	0.00815892	0.0223127	0.00964772	0.0555986	0.0235162	0.6219737	4.408843	0.294664	0.444134	0.555866	0.705336
2808	-34.12307	-49.23324	15.11016	0.0274901	0.103688	0.00784702	0.000415138	0.0147339	0.0323308	0.0192488	0.0285581	0.0318979	4.05712e-05	0.0646279	0.0105737	0.0335805	0.00927009	0.0188141	0.00306093	0.00505647	0.00534877	0.0791028	0.0577836	0.00626653	0.291451	0.269411	0.14391	0.295228	14.41969	0.383138	0.469567	0.530434	0.61686	0.10504	0.333205	0.709733	1.40898	3.00116	9.52022	1.629377	0.0491127	0.185245	0.0140192	0.000741667	0.0263229	0.0577609	0.034389	0.0510207	0.0569874	7.24828e-05	0.115461	0.0188904	0.0599935	0.0165615	0.0336125	0.00546853	0.00903367	0.00955588	0.141322	0.103234	0.0111955	0.5597357	0.3728983	0.027571	0.279787	0.720213	0.972429
2844	-29.99182	-47.95806	17.96624	0.171219	0.211049	0.00627296	0.0108436	0.00560649	0.0321894	0.00071436	0.00879682	0.0106023	8.67111e-05	0.0108431	0.0361278	0.00745794	0.035432	0.0717409	0.00911451	0.102225	0.0610288	0.0481374	0.10709	0.0373733	0.463879	0.0388391	0.213648	0.283633	4.692618	0.300469	0.445919	0.55408	0.699532	0.437384	0.66811	0.881771	1.13408	1.49676	2.28632	0.5979375	0.174012	0.214491	0.00637528	0.0110205	0.00569793	0.0327145	0.000726011	0.0089403	0.0107753	8.81254e-05	0.01102	0.036717	0.00757958	0.0360099	0.072911	0.00926317	0.103893	0.0620242	0.0489225	0.108836	0.0379828	0.9839514	1.094997	0.136132	0.381281	0.618719	0.863868
2880	-31.48857	-52.9938	21.50524	0.0314689	0.0319661	0.0837094	0.0138024	0.0162838	0.0174053	0.0300157	0.00143293	0.0152897	0.040345	0.0288047	0.00353573	0.00541673	0.0204096	0.0712062	0.07702	0.0656246	0.0157191	0.0171872	0.0212019	0.0258137	0.0125792	0.239184	0.363127	0.38511	0.1885305	0.00312227	0.190612	0.809389	0.996878	0.359617	0.60727	0.855892	1.16837	1.64671	2.78074	0.7394948	0.0496623	0.0504468	0.132105	0.021782	0.0256981	0.0274679	0.0473688	0.00226135	0.0241292	0.06367	0.0454577	0.00557987	0.00854834	0.0322092	0.112373	0.121548	0.103565	0.0248069	0.0271238	0.0334596	0.0407375	0.6336587	0.7530601	0.0914979	0.352891	0.647109	0.908502
2916	-24.12681	-45.97703	21.85022	0.00599447	0.0358477	0.00267317	0.00496059	0.0446738	0.00400665	0.0407013	0.00277596	0.00582072	0.0208753	0.0336786	0.00647672	0.0476054	0.00296472	0.0255233	0.0281432	0.0164708	0.0054259	0.00857433	0.00924544	0.0526125	0.0531922	0.381923	0.216779	0.348106	0.2569526	0.0099466	0.231808	0.768192	0.990053	0.300977	0.556775	0.833022	1.20045	1.79606	3.32251	0.8682041	0.0147993	0.0885017	0.00659959	0.0122468	0.110292	0.00989172	0.100485	0.00685337	0.0143703	0.0515375	0.0831466	0.0159899	0.117529	0.00731939	0.0630127	0.0694807	0.0406636	0.0133956	0.0211685	0.0228254	0.129891	0.4050508	0.2353927	0.00740487	0.220098	0.779902	0.992595
2952	-26.53873	-47.13477	20.59604	0.0502796	0.126215	0.0133411	0.00832763	0.0435744	0.00998266	0.00263567	0.0169283	0.127009	0.0249306	0.0964109	0.0179625	0.00598142	0.00408486	0.0249254	0.0349643	0.0108691	0.02198	0.117769	0.021498	0.00859439	0.700173	0.050482	0.128899	0.120447	1.41757	0.168131	0.397298	0.602702	0.831868	0.644414	0.807104	0.935327	1.06914	1.239	1.5518	0.3177265	0.0637852	0.160118	0.0169246	0.0105645	0.055279	0.0126641	0.00334364	0.0214754	0.161125	0.0316272	0.122308	0.0227874	0.0075881	0.0051821	0.0316207	0.0443561	0.0137886	0.0278841	0.149403	0.0272726	0.0109029	0.7882637	0.06779942	2.08269e-06	0.0834177	0.916582	0.999998
2988	-39.95363	-53.32415	13.37052	0.126445	0.059593	0.0136667	0.00495505	0.0588419	0.00426757	0.0122532	0.0284522	0.0150697	0.0128543	0.0364845	0.0192459	0.0071979	0.0174617	0.127516	0.027664	0.0163738	0.082379	0.000615922	0.0135697	0.0195997	0.0865134	0.0138633	0.235641	0.663982	6.776272	0.33195	0.455273	0.544726	0.668051	0.340987	0.591719	0.848993	1.17787	1.68999	2.93266	0.7779567	0.17948	0.0845883	0.0193989	0.00703336	0.0835221	0.00605753	0.0173926	0.040386	0.0213904	0.0182458	0.0517873	0.0273182	0.0102169	0.0247857	0.181001	0.0392672	0.0232415	0.116931	0.00087426	0.0192613	0.0278205	0.7045072	8.862292	0.352115	0.461018	0.538982	0.647885
3024	-30.58168	-47.96883	17.38715	0.0440663	0.0207975	0.0103835	0.000256857	0.029406	0.00397589	0.0450253	0.00011774	0.0105939	0.00918194	0.0499878	0.0570039	0.0614672	0.0143537	0.00839796	0.00275334	0.013174	0.000905744	0.051659	0.0190159	0.0047035	0.568042	0.127937	0.185842	0.118179	0.3704238	0.0271512	0.278972	0.721028	0.972849	0.654715	0.81337	0.937587	1.06657	1.22945	1.52738	0.3062593	0.0963772	0.0454863	0.0227098	0.00056177	0.0643138	0.00869566	0.0984746	0.000257509	0.0231698	0.0200818	0.109328	0.124673	0.134435	0.031393	0.0183672	0.00602182	0.0288127	0.00198095	0.112983	0.0415897	0.010287	0.457227	10.28746	0.362347	0.463875	0.536126	0.637652
3060	-34.95438	-50.80998	15.8556	0.245259	0.00746129	0.00845042	0.0290022	0.0696256	0.0014331	0.0419562	0.00704404	0.149575	0.0146234	0.0579512	0.0632791	0.165739	0.138292	0.0107456	0.00584527	0.040756	0.0983205	0.11398	0.234306	0.0273044	0.527477	0.393411	0.01978	0.0593325	1.197055	0.147155	0.387107	0.612893	0.852846	0.272893	0.530802	0.820699	1.21847	1.88394	3.66443	0.9390306	0.160201	0.00487363	0.00551973	0.0189439	0.0454787	0.000936084	0.0274054	0.0046011	0.0977007	0.00955187	0.0378531	0.0413332	0.108259	0.0903308	0.00701889	0.00381807	0.0266214	0.0642219	0.0744505	0.153046	0.017835	1.530949	7.336503	0.33816	0.457061	0.542939	0.66184
3096	-27.90315	-47.75621	19.85305	0.141747	0.0527611	0.0222941	0.00182313	0.00436915	0.0372371	0.0810678	0.0127067	0.017223	0.0383672	0.103629	0.0612704	0.127271	0.138763	0.0190536	0.020529	0.00864663	0.0431093	0.207311	0.0521582	0.00700978	0.0706863	0.77906	0.11163	0.0386245	1.356733	0.162695	0.394757	0.605243	0.837305	0.338562	0.589662	0.848072	1.17915	1.69589	2.95367	0.7831183	0.118285	0.0440282	0.018604	0.00152137	0.00364598	0.0310737	0.0676497	0.0106036	0.0143723	0.0320168	0.0864763	0.0511291	0.106206	0.115796	0.0158999	0.0171311	0.00721546	0.035974	0.172997	0.0435251	0.00584954	1.198347	0.8655169	0.107627	0.364231	0.635769	0.892373
3132	-37.61769	-53.55974	15.94205	0.0591181	0.282199	0.0992976	0.0254829	0.100721	0.00431164	0.181392	0.196833	0.012603	0.0168157	0.0010703	0.0052054	0.158876	0.176387	0.0293484	0.202694	0.0650095	0.207067	0.21159	0.00287498	0.162201	0.0795128	0.000336229	0.464077	0.456074	0.909919	0.113585	0.368073	0.631927	0.886415	0.0707577	0.274809	0.668326	1.49628	3.63888	14.1327	1.915043	0.0268585	0.128208	0.0451128	0.0115774	0.0457595	0.00195886	0.0824098	0.0894251	0.00572579	0.00763969	0.000486259	0.00236491	0.0721805	0.0801358	0.0133335	0.0920875	0.029535	0.0940743	0.0961293	0.00130616	0.0736911	2.201097	3.237314	0.263954	0.434309	0.565691	0.736046
3168	-29.73207	-46.65825	16.92617	0.00788218	0.00435867	0.000756979	0.002492	0.00768929	0.00229655	0.00301704	0.0128747	0.00125984	0.00151653	0.00222046	0.00499286	0.00750604	0.00638398	0.00441867	0.0145952	0.00161661	0.00529068	0.0193686	0.00357776	0.00873698	0.109944	0.00206466	0.302885	0.585106	0.15204	0.00112197	0.163253	0.836747	0.998878	0.0463856	0.223662	0.626736	1.59557	4.47104	21.5584	2.220375	0.0641601	0.0354791	0.00616174	0.0202846	0.06259	0.0186937	0.0245584	0.104799	0.010255	0.0123444	0.0180743	0.0406414	0.0610984	0.051965	0.0359675	0.118804	0.013159	0.0430656	0.157659	0.0291226	0.0711181	0.1228516	4.162877	0.289204	0.442435	0.557565	0.710796
3204	-28.95353	-47.98514	19.03161	0.0864672	0.142591	0.0562345	0.00806925	0.011033	0.0247314	0.0752034	0.048666	0.011937	0.00931713	0.0829715	0.0380679	0.00565023	0.0760634	0.11407	0.0390538	0.00130272	0.0463973	0.0095333	0.0324189	0.0392923	0.275592	0.10736	0.149992	0.467055	0.1330216	0.000532271	0.147311	0.852689	0.999468	0.757843	0.873515	0.958688	1.04309	1.1448	1.31954	0.2004923	0.0901572	0.148676	0.0586343	0.0084136	0.0115038	0.0257868	0.0784127	0.0507429	0.0124464	0.00971474	0.0865123	0.0396924	0.00589135	0.0793094	0.118938	0.0407204	0.00135831	0.0483772	0.00994013	0.0338024	0.0409691	0.9590719	4.677194	0.300165	0.445827	0.554173	0.699834
3240	-33.16306	-50.09745	16.93439	0.0344393	0.024459	0.0117424	0.00598666	0.0190888	0.0226656	0.00215733	0.016095	0.0040972	0.00162798	0.0450533	0.00420743	0.0261618	0.0116278	0.0323026	0.00752658	0.00112824	0.00285199	0.0187464	0.0053557	0.0136242	0.074281	0.0859447	0.598304	0.24147	8.671438	0.350564	0.460583	0.539418	0.649435	0.28279	0.540104	0.82516	1.21189	1.85149	3.53619	0.9132721	0.110757	0.0786602	0.0377635	0.0192531	0.0613895	0.0728925	0.00693797	0.0517616	0.0131766	0.00523558	0.144891	0.0135311	0.0841363	0.0373949	0.103885	0.0242055	0.00362842	0.00917201	0.0602884	0.0172239	0.0438155	0.3109452	0.1085327	0.000141218	0.125014	0.874986	0.999859
3276	-25.01219	-46.33147	21.31927	0.173414	0.0575537	0.00471188	0.0165595	0.0480661	0.0234648	0.0704767	0.0186716	0.00441906	0.0127411	0.00258968	0.0246882	0.0534974	0.0106868	0.26442	0.000981486	0.000887731	0.0134457	0.0497935	0.102911	0.0206377	0.0485829	0.506302	0.0650731	0.380042	0.3652322	0.0262741	0.277238	0.722762	0.973726	0.355751	0.604077	0.854486	1.17029	1.65542	2.81096	0.74731	0.17793	0.0590526	0.00483459	0.0169908	0.049318	0.0240759	0.0723122	0.0191579	0.00453414	0.0130729	0.00265713	0.0253311	0.0548907	0.0109652	0.271306	0.00100705	0.000910851	0.0137959	0.0510903	0.105591	0.0211752	0.9746175	0.6647072	0.0777485	0.341869	0.658131	0.922251
3312	-25.71641	-45.14677	19.43037	0.265289	0.143975	0.0399529	0.0264752	0.047435	0.00563674	0.00423365	0.0703032	0.0384707	0.0714031	0.165921	0.0391742	0.153683	0.0294015	0.000348049	0.00967675	0.0801702	0.0387065	0.00983377	0.0219562	0.00427001	0.310152	0.189647	0.269693	0.230508	0.43195	0.0378265	0.297253	0.702747	0.962174	0.739237	0.862989	0.955069	1.04704	1.15876	1.35275	0.2184661	0.209497	0.113696	0.0315505	0.0209073	0.0374591	0.00445129	0.00334328	0.0555179	0.03038	0.0563865	0.131027	0.0309356	0.121362	0.0232182	0.000274852	0.00764166	0.0633099	0.0305663	0.00776566	0.0173386	0.003372	1.266315	3.268839	0.264967	0.434645	0.565355	0.735033
3348	-36.03947	-55.23546	19.196	0.10348	0.101712	0.0372436	0.0341602	0.256336	0.0276796	0.091208	0.0165654	0.0500802	0.2216	0.0510717	0.0292539	0.052938	0.171505	0.000328973	0.00686663	0.187455	0.00225634	0.0439089	0.177137	0.0578458	0.172896	0.172796	0.384603	0.269705	0.1485589	0.000992344	0.160423	0.839577	0.999008	0.601265	0.780279	0.925516	1.08048	1.28159	1.66316	0.3678392	0.060141	0.0591129	0.0216453	0.0198533	0.148978	0.0160869	0.0530085	0.00962751	0.0291057	0.12879	0.029682	0.0170018	0.0307666	0.0996758	0.000191193	0.00399076	0.108945	0.00131135	0.0255191	0.102949	0.0336189	1.720632	2.441225	0.233148	0.423663	0.576337	0.766852
3384	-27.05676	-47.76369	20.70693	0.000722406	0.0411038	0.00958318	0.000600578	0.067665	0.0007476	0.0309122	0.0233796	0.00521029	0.0339995	0.0129398	0.0192619	0.0353001	0.00352736	0.000372187	0.00087523	0.0273422	2.80884e-05	0.0248096	0.0247942	0.0131371	0.106666	0.0815815	0.248964	0.562789	1.935159	0.206086	0.413457	0.586543	0.793914	0.727628	0.856353	0.952772	1.04957	1.16774	1.37433	0.2299104	0.0019197	0.109228	0.025466	0.00159596	0.179811	0.00198665	0.0821453	0.0621282	0.0138457	0.0903492	0.0343859	0.051186	0.0938054	0.00937349	0.000989039	0.00232581	0.0726583	7.46413e-05	0.0659283	0.0658874	0.0349101	0.376312	0.107981	0.000136153	0.124489	0.875511	0.999864
3420	-30.64638	-44.96195	14.31557	0.0674364	0.0854328	0.0112032	0.0101089	0.04284	0.0163624	0.0440083	0.0376517	0.0161771	0.00513451	0.0662289	0.0176601	0.146371	0.0529524	0.0561991	0.0568657	0.0662593	0.000337903	0.135888	0.146021	0.0457381	0.0985143	0.0627121	0.282313	0.55646	2.121789	0.216973	0.417674	0.582325	0.783027	0.533304	0.735944	0.908778	1.10038	1.3588	1.8751	0.4545676	0.0598436	0.0758137	0.00994183	0.00897069	0.0380166	0.0145202	0.0390533	0.0334125	0.0143557	0.00455641	0.0587721	0.0156718	0.129891	0.0469904	0.0498715	0.0504631	0.0587991	0.000299858	0.120588	0.12958	0.0405884	1.126877	14.14478	0.382038	0.46927	0.530729	0.617963
3456	-35.06892	-52.78075	17.71182	0.268567	0.0936496	0.0318789	0.0421599	0.0448508	0.00331144	0.0420407	0.00682722	0.00983572	0.010228	0.0884693	0.0397998	0.095536	0.0714752	0.140213	0.0666312	0.210876	0.127725	0.0785606	0.0451851	0.0115956	0.371572	0.443764	0.0155009	0.169164	2.190595	0.2207	0.419082	0.580918	0.779301	0.331493	0.583625	0.845353	1.18294	1.71343	3.01666	0.7983761	0.175601	0.0612322	0.0208438	0.027566	0.0293255	0.00216516	0.0274881	0.00446394	0.00643103	0.00668749	0.0578452	0.0260229	0.0624657	0.0467337	0.0916777	0.0435664	0.13788	0.083512	0.0513664	0.0295441	0.00758174	1.529416	2.047634	0.21279	0.416073	0.583927	0.78721
3492	-32.11404	-52.40827	20.29424	0.0931297	0.0296057	0.10258	0.00709231	0.151417	0.00652677	0.0167429	4.70576e-05	0.0952064	0.0039953	0.0477992	0.0252675	0.107276	0.161776	0.0230787	0.0431117	0.0690232	0.0025775	0.023012	0.100058	0.0510156	0.278927	0.317337	0.0863782	0.317358	2.563001	0.238636	0.425628	0.574371	0.761365	0.984676	0.992497	0.997653	1.00235	1.00756	1.01556	0.01116625	0.0802607	0.0255147	0.0884054	0.00611227	0.130494	0.00562488	0.0144293	4.0555e-05	0.0820504	0.00344321	0.0411941	0.0217759	0.0924526	0.139421	0.0198896	0.0371544	0.0594854	0.00222133	0.0198321	0.0862319	0.0439661	1.16034	0.2811306	0.0131476	0.243736	0.756264	0.986852
3528	-31.22424	-49.84036	18.61612	0.170934	0.164718	0.039802	0.0874613	0.589361	0.160617	0.145418	0.175056	0.00249471	0.0667655	0.271621	0.00664395	0.0982228	0.115231	0.160002	0.00900486	0.301705	0.0879771	0.0515771	0.135241	0.133067	0.29538	0.237574	0.449143	0.0179034	0.1433889	0.000818268	0.156148	0.843852	0.999182	0.59999	0.779472	0.925217	1.08083	1.28292	1.66669	0.3693741	0.057497	0.0554061	0.0133882	0.0294193	0.198243	0.0540267	0.0489143	0.0588834	0.000839145	0.0224579	0.091365	0.00223482	0.0330392	0.0387601	0.0538197	0.00302896	0.101485	0.0295928	0.017349	0.0454909	0.0447595	2.972919	0.7931629	0.0974246	0.357233	0.642767	0.902575
3564	-30.30744	-48.61308	18.30565	0.0016284	0.0121805	0.0202058	0.00618394	0.0427155	0.0235792	0.0125576	0.0263114	0.0062687	0.0614001	0.0485702	0.0130154	0.0422134	0.0181091	0.00794806	0.00168944	0.0740519	0.00285004	0.0422408	0.0141205	0.00155872	0.519373	0.181752	0.293459	0.0054158	0.07978493	1.10776e-05	0.0962543	0.903746	0.999989	0.124891	0.362557	0.728675	1.37235	2.75819	8.00696	1.504208	0.00339675	0.0254078	0.0421483	0.0128994	0.0891023	0.0491849	0.0261945	0.0548841	0.0130762	0.128077	0.101315	0.0271495	0.0880548	0.0377747	0.0165792	0.00352407	0.154468	0.00594503	0.088112	0.0294546	0.00325141	0.4793987	3.392969	0.268832	0.435917	0.564082	0.731168
3600	-27.11043	-48.22526	21.11483	0.0201819	0.0931585	0.00711285	0.0228629	0.0117965	0.00652426	0.00115443	0.0258774	0.00617474	0.0192141	0.0244058	0.000625916	0.0201071	0.00673662	0.0554882	0.00750811	0.14085	0.0147449	0.0167039	0.0280826	0.00331277	0.241919	0.150984	0.545879	0.0612182	0.0458612	1.11512e-08	0.0585496	0.94145	1	0.763628	0.876761	0.959798	1.04189	1.14056	1.30954	0.1949932	0.0378915	0.174905	0.0133544	0.042925	0.022148	0.0122493	0.00216744	0.0485848	0.0115931	0.0360744	0.0458218	0.00117516	0.037751	0.012648	0.104179	0.0140965	0.264446	0.0276836	0.0313616	0.0527251	0.00621973	0.5326235	0.7001329	0.0833751	0.346556	0.653444	0.916625
3636	-27.68186	-48.67786	20.996	0.0436335	0.0497831	0.00769455	0.0175757	0.0739207	0.0550178	0.0015487	0.0742843	0.0284312	0.0726557	0.0905934	0.013492	0.00509271	0.00621855	0.0292932	0.00901873	0.134439	0.0255469	0.00206591	0.0401679	0.0127061	0.141701	0.229681	0.555216	0.0734015	1.646333	0.186552	0.405454	0.594545	0.813449	0.9457	0.973139	0.991541	1.00853	1.0276	1.05742	0.04036871	0.0550109	0.0627639	0.00970088	0.0221585	0.0931954	0.0693636	0.00195252	0.0936538	0.0358446	0.0916005	0.114215	0.01701	0.00642062	0.00784002	0.0369313	0.0113703	0.169494	0.0322082	0.00260459	0.0506416	0.0160192	0.7931801	0.6257528	0.0713917	0.336235	0.663766	0.928608
3672	-34.3581	-48.7128	14.3547	0.0985746	0.107437	0.0485885	0.0694614	0.210927	0.0135074	0.00504089	0.0383364	0.102244	0.0335585	0.0463474	0.0183883	0.0155352	0.0295119	0.168343	0.0764434	0.0136068	0.0454355	0.0479227	0.0493043	0.0107925	0.057846	0.360436	0.0236419	0.558076	0.3581745	0.0250904	0.274826	0.725174	0.97491	0.271543	0.52952	0.82008	1.21939	1.8885	3.68265	0.9426166	0.0789034	0.0859976	0.0388923	0.0555999	0.168835	0.0108119	0.00403495	0.0306861	0.0818407	0.0268617	0.0370985	0.0147188	0.0124351	0.0236226	0.134749	0.0611887	0.0108915	0.0363686	0.0383594	0.0394653	0.00863876	1.249307	19.24438	0.398522	0.473702	0.526297	0.601479
3708	-34.25177	-50.83793	16.58616	0.0660743	0.10469	0.00102256	0.00801498	0.0139233	0.00981901	0.0110155	0.0162151	0.0302501	0.0454348	0.0221702	0.00251959	0.0124448	0.0146133	0.0126944	0.00704568	0.00535708	0.0206657	0.0461784	0.025443	0.0143511	0.145757	0.383349	0.350002	0.120892	9.072128	0.353766	0.461483	0.538517	0.646234	0.172653	0.424588	0.765478	1.30637	2.35523	5.79198	1.270052	0.134861	0.213678	0.0020871	0.016359	0.0284182	0.0200411	0.0224833	0.033096	0.061742	0.0927348	0.0452506	0.00514261	0.0254006	0.0298265	0.0259099	0.0143806	0.0109341	0.0421798	0.0942525	0.0519306	0.0292915	0.4899428	0.5555481	0.0595259	0.324543	0.675457	0.940474
