Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
2484	-28.37653	-47.25567	18.87914	0.0827549	0.0395208	0.0182639	0.0120407	0.0763733	0.0127421	0.0130066	0.0965309	0.0314873	0.00182328	0.00895601	0.00426197	0.0610404	0.0562031	0.0390118	0.127272	0.0254993	0.0172146	0.018094	0.0228831	0.110594	0.0360711	0.0496217	0.0193115	0.894996	0.5582557	0.0599922	0.325036	0.674963	0.940008	0.453388	0.679923	0.886606	1.1279	1.47076	2.20562	0.5719528	0.094515	0.0451369	0.0208593	0.0137518	0.0872265	0.0145529	0.0148549	0.110249	0.0359619	0.00208238	0.0102287	0.00486763	0.0697147	0.06419	0.0445557	0.145358	0.0291229	0.019661	0.0206653	0.0261349	0.126311	0.8755748	4.194638	0.289933	0.442663	0.557336	0.710067
2520	-27.90906	-48.09839	20.18933	0.0323683	0.130881	0.0283457	0.00614102	0.0133368	0.00972759	0.0185337	0.00906991	0.0407785	0.0357485	0.0920646	0.0169411	0.00650524	0.199725	0.0438895	0.0107643	0.00708063	0.0513463	0.0100421	0.0407801	0.0011087	0.105297	0.236992	0.114487	0.543224	2.376692	0.230099	0.422558	0.577442	0.7699	0.613361	0.787896	0.928325	1.07721	1.2692	1.63036	0.3534372	0.0402002	0.162549	0.0352043	0.00762691	0.0165637	0.0120813	0.0230181	0.0112645	0.0506454	0.0443982	0.114341	0.0210402	0.00807926	0.24805	0.0545091	0.0133688	0.00879388	0.0637702	0.0124719	0.0506473	0.00137696	0.8051778	0.5646755	0.0610952	0.326191	0.673809	0.938905
2556	-30.22863	-47.3117	17.08307	0.0296003	0.273911	0.052388	0.014057	0.0632483	0.00294914	0.00895028	0.0150651	0.172499	0.0749921	0.183474	0.0191695	0.0309623	0.037997	0.0377929	0.00240919	0.0434357	0.0986248	0.0214547	0.0385491	0.0166371	0.019753	0.106652	0.605743	0.267852	5.899163	0.320612	0.451962	0.548037	0.679389	0.88527	0.942299	0.981629	1.01871	1.06123	1.1296	0.08811519	0.0239066	0.221223	0.0423109	0.0113531	0.0510822	0.00238186	0.00722866	0.0121673	0.139318	0.060567	0.148182	0.0154822	0.0250065	0.0306881	0.0305233	0.00194577	0.0350807	0.0796539	0.0173278	0.031134	0.0134369	1.238167	1.788738	0.196637	0.409661	0.590339	0.803363
2592	-29.40986	-50.1563	20.74644	0.105372	0.00220615	0.177561	0.0372008	0.047686	0.0336516	0.0199926	0.000337905	0.0327617	0.0219144	0.0504472	0.00668942	0.0311998	0.0459123	0.00784847	0.00521404	0.101588	0.0860396	0.0491407	0.0962241	0.1778	0.657888	0.0260511	0.0544175	0.261643	1.073261	0.133662	0.379924	0.620076	0.866338	0.807119	0.900769	0.967922	1.03314	1.11016	1.23897	0.1549419	0.0926926	0.00194069	0.156195	0.0327245	0.0419481	0.0296024	0.017587	0.000297246	0.0288195	0.0192775	0.044377	0.0058845	0.0274456	0.0403878	0.00690408	0.00458665	0.0893639	0.0756866	0.0432277	0.0846457	0.156406	1.136787	0.9351555	0.116872	0.370123	0.629877	0.883128
2628	-33.37155	-51.16889	17.79735	0.252407	0.00414239	0.202289	0.0244291	0.0893922	0.0140643	0.008899	0.0576773	0.00074385	0.0107218	0.21673	0.0285972	0.0691517	0.116397	0.380135	0.00699813	0.000131725	0.239728	0.113936	0.124646	0.0849925	0.303993	0.24043	0.18195	0.273627	0.5695955	0.0619382	0.327062	0.672938	0.938062	0.725542	0.855155	0.952356	1.05003	1.16938	1.37828	0.2319866	0.123354	0.00202442	0.0988605	0.0119387	0.0436867	0.00687336	0.00434902	0.0281874	0.000363526	0.00523983	0.105918	0.0139757	0.033795	0.0568844	0.185775	0.00342005	6.43753e-05	0.117157	0.0556813	0.0609155	0.0415365	2.04621	4.02728	0.286002	0.44143	0.558569	0.713998
2664	-36.03245	-53.56088	17.52843	0.0117439	0.0156402	0.00279697	0.00590335	0.0742866	0.0146944	0.0174036	0.0315369	0.00672026	0.0599119	0.0257183	0.0237336	0.0022434	0.00191822	0.0101861	0.00677812	0.0112516	0.021308	0.00841452	0.0440548	0.0156713	0.142054	0.61337	0.211918	0.0326576	2.899003	0.252204	0.430354	0.569645	0.747796	0.134517	0.375926	0.736953	1.35694	2.6601	7.43399	1.450522	0.0285103	0.0379694	0.00679014	0.0143314	0.180344	0.0356733	0.0422503	0.0765614	0.0163147	0.145447	0.0624357	0.0576175	0.00544625	0.00465683	0.0247287	0.0164551	0.0273154	0.0517289	0.0204278	0.106951	0.0380449	0.4119159	2.02961	0.211745	0.41567	0.584331	0.788254
2700	-31.05011	-48.9877	17.93758	0.037735	0.063125	0.0195558	0.0197226	0.223951	0.0227723	0.0222025	0.0510237	0.0579581	0.0142397	0.0316274	0.0786798	0.0326144	0.0954848	0.0141536	0.0157378	0.0363506	0.00164956	0.0396745	0.0253178	0.0511234	0.32601	0.24453	0.0639422	0.365517	0.2814077	0.0131862	0.243866	0.756134	0.986814	0.642004	0.80563	0.934794	1.06975	1.24126	1.55762	0.3204363	0.0395256	0.0661203	0.0204838	0.0206585	0.234577	0.0238529	0.023256	0.0534448	0.0607082	0.0149154	0.0331282	0.0824132	0.034162	0.100016	0.0148252	0.0164845	0.0380755	0.00172784	0.0415571	0.0265191	0.0535492	0.9546991	7.62244	0.341075	0.457895	0.542105	0.658924
2736	-27.79401	-48.31495	20.52094	0.198902	0.0435288	0.0567417	0.0157896	0.00927725	0.00800327	0.0103939	0.0430573	0.00635082	0.0149486	0.0212522	0.0824511	0.121074	0.025701	0.08927	0.00551834	0.0373373	0.0160248	0.0165887	0.0165945	0.124714	0.409108	0.0975571	0.15814	0.335194	0.8079638	0.0995625	0.358747	0.641253	0.900437	0.387682	0.629939	0.865735	1.15509	1.58746	2.57943	0.6851584	0.206433	0.0451769	0.05889	0.0163874	0.00962851	0.00830629	0.0107874	0.0446875	0.00659127	0.0155146	0.0220568	0.0855729	0.125658	0.0266741	0.09265	0.00572728	0.038751	0.0166315	0.0172168	0.0172229	0.129436	0.9635191	1.081231	0.134573	0.380427	0.619573	0.865427
2772	-26.22462	-46.63623	20.41161	0.225551	0.126633	0.0286182	0.02631	0.214188	0.0267854	0.00801694	0.037638	0.0104947	0.0505172	0.00891408	0.0329615	0.0570631	0.120877	0.00197476	0.0140915	0.0106946	0.0656434	0.108297	0.0323211	0.0410619	0.402305	0.00631443	0.23032	0.36106	1.075104	0.133874	0.380041	0.619959	0.866126	0.959577	0.980077	0.993741	1.0063	1.02033	1.04213	0.02983566	0.180636	0.101416	0.0229193	0.0210707	0.171535	0.0214514	0.00642047	0.0301429	0.00840484	0.0404573	0.00713896	0.0263976	0.0456997	0.0968061	0.00158151	0.0112853	0.00856491	0.0525713	0.0867313	0.0258848	0.0328849	1.248653	1.273387	0.154826	0.39096	0.609041	0.845174
2808	-30.9959	-49.74735	18.75145	0.0574549	0.39598	0.0118615	0.011809	0.167743	0.0905413	0.0279598	0.0908571	0.0856911	0.037229	0.142155	0.108205	0.0197218	0.16618	0.063666	0.00344925	0.00954869	0.0353818	0.0424981	0.1527	0.036377	0.207469	0.265819	0.161461	0.36525	0.1272264	0.000406475	0.142216	0.857784	0.999594	0.911934	0.956036	0.986071	1.01413	1.04599	1.09657	0.06665777	0.0327004	0.225372	0.00675095	0.00672109	0.0954705	0.0515315	0.0159133	0.0517112	0.048771	0.0211888	0.0809075	0.0615846	0.0112247	0.0945813	0.0362354	0.00196313	0.00543463	0.0201375	0.0241877	0.086909	0.0207039	1.75701	3.474006	0.271256	0.436709	0.563291	0.728744
2844	-29.37104	-49.29339	19.92235	0.173313	0.101263	0.000734945	0.00211495	0.00890293	0.0131456	0.0913415	0.0192974	0.072468	0.0132373	0.0781172	0.0320373	0.016587	0.05347	0.172885	0.0880544	0.0473155	0.0187833	0.0541176	0.0570209	0.0114195	0.261828	0.00910872	0.285729	0.443334	1.608095	0.183675	0.404223	0.595778	0.816324	0.897943	0.948854	0.983754	1.01651	1.0539	1.11366	0.07783775	0.15397	0.0899613	0.000652921	0.00187891	0.00790931	0.0116785	0.0811473	0.0171437	0.0643802	0.01176	0.0693989	0.0284618	0.0147358	0.0475025	0.15359	0.078227	0.0420349	0.016687	0.0480778	0.0506571	0.010145	1.125626	1.384787	0.165233	0.395951	0.604049	0.834767
2880	-34.9061	-49.03805	14.13195	0.321818	0.229788	0.0664527	0.110373	0.36896	0.0986105	0.149498	0.0483905	0.172505	0.0639921	0.0320215	0.0171685	0.242012	0.282298	0.0963733	0.0545868	0.0190772	0.484194	0.661955	0.118404	0.0975959	0.00421572	0.350906	0.622648	0.0222301	1.545778	0.178821	0.402111	0.59789	0.821178	0.711379	0.846973	0.949504	1.05318	1.18068	1.40572	0.2462408	0.086138	0.0615051	0.0177868	0.0295426	0.098756	0.0263941	0.0400147	0.0129522	0.0461729	0.0171282	0.00857089	0.00459533	0.0647771	0.0755601	0.0257953	0.0146107	0.0051062	0.1296	0.177179	0.0316921	0.0261226	3.736075	3.871197	0.282131	0.440206	0.559795	0.717868
2916	-45.37388	-62.19606	16.82219	0.0256437	0.0226103	0.0246084	3.06996e-05	0.00883662	0.0957768	0.00504182	0.011319	0.00749219	0.0831792	0.00922611	0.00342316	0.0460956	0.0116274	0.0904931	0.0283737	0.0181082	0.0135921	0.0489456	0.0045146	0.00679053	0.0946013	0.0441734	0.715004	0.146221	3.240509	0.264057	0.434344	0.565657	0.735942	0.0298896	0.180512	0.586197	1.70591	5.53979	33.4565	2.538149	0.0453286	0.0399666	0.0434986	5.42657e-05	0.0156199	0.169298	0.00891209	0.0200078	0.0132434	0.14703	0.0163084	0.00605089	0.08148	0.0205529	0.159959	0.0501542	0.0320086	0.0240258	0.0865178	0.00798016	0.0120032	0.5657287	1.331387	0.160355	0.393643	0.606356	0.839645
2952	-28.22883	-49.28038	21.05155	0.0665602	0.175092	0.0129643	0.00905142	0.036954	0.00537454	0.00737956	0.0816968	0.0234164	0.0347556	0.158199	0.0483055	0.117474	0.0134099	0.0458847	0.101329	0.0342312	0.00470103	0.0311624	0.0715129	0.0173842	0.0269576	0.201003	0.523218	0.248822	0.60141	0.0673335	0.332423	0.667577	0.932666	0.423034	0.657328	0.877307	1.13985	1.52131	2.36388	0.6220583	0.0606837	0.159634	0.0118197	0.00825229	0.0336914	0.00490003	0.00672803	0.0744839	0.021349	0.031687	0.144231	0.0440407	0.107102	0.0122259	0.0418336	0.0923828	0.0312089	0.00428598	0.0284111	0.0651992	0.0158494	1.096838	0.7041499	0.0840036	0.347063	0.652936	0.915997
2988	-35.40699	-50.55782	15.15083	0.0569491	0.0110935	0.011325	0.000826628	0.00968006	0.0084049	0.00114521	0.00536012	0.00352169	0.00249317	0.00794611	0.0700502	0.0247025	0.0367394	0.00452451	0.017987	0.0432817	0.0580681	0.028056	0.0113649	0.00415064	0.157591	0.768502	0.0398899	0.0340178	6.367596	0.326941	0.453818	0.546183	0.673058	0.0499627	0.231914	0.63386	1.57763	4.31195	20.0149	2.16666	0.136349	0.0265605	0.0271146	0.00197914	0.0231763	0.0201233	0.00274191	0.0128334	0.00843174	0.00596924	0.0190248	0.167716	0.0591435	0.0879627	0.0108327	0.0430651	0.103627	0.139028	0.0671725	0.0272102	0.0099376	0.4176705	2.091629	0.215293	0.417034	0.582966	0.784706
3024	-30.67919	-50.08483	19.40564	0.0149884	0.101606	0.0392219	0.00715311	0.0116788	0.014068	0.00591843	0.032656	0.0102589	0.0091032	0.0332081	0.00150563	0.00333473	0.0812349	0.00714594	0.0289494	0.0270955	0.019735	0.00545258	0.0606499	0.00655768	0.0353903	0.0337299	0.196496	0.734383	0.6681618	0.0783038	0.342344	0.657656	0.921696	0.114186	0.347052	0.718806	1.3912	2.88141	8.75765	1.569007	0.0287397	0.194825	0.0752066	0.0137158	0.0223937	0.0269749	0.0113484	0.0626167	0.0196711	0.0174551	0.0636754	0.00288698	0.00639423	0.155765	0.0137021	0.0555095	0.0519546	0.0378412	0.0104551	0.116294	0.0125741	0.5215218	1.820923	0.198789	0.410538	0.589463	0.80121
3060	-24.19728	-45.54334	21.34606	0.0266638	0.148292	0.0251805	0.0118487	0.0159735	0.0037007	0.0502625	0.11356	0.0137275	0.0022733	0.014017	0.0549121	0.00394894	0.0108888	0.00564288	0.106091	0.0647493	0.0682561	0.0124378	0.0504887	0.0683764	0.120993	0.00439492	0.52051	0.354102	0.9869049	0.123394	0.374058	0.625942	0.876606	0.99802	0.999034	0.999699	1.0003	1.00097	1.00198	0.001432861	0.0306026	0.170198	0.0289002	0.013599	0.0183332	0.00424738	0.0576874	0.130335	0.0157553	0.00260912	0.0160876	0.0630239	0.00453229	0.0124973	0.00647646	0.121763	0.0743143	0.0783391	0.0142752	0.057947	0.0784771	0.8712903	0.8423626	0.10443	0.362098	0.637902	0.89557
3096	-31.48497	-50.09281	18.60784	0.0465978	0.309095	0.0986415	0.0616827	0.089422	0.0227383	0.0830245	0.0883888	0.0181695	0.0417222	0.079144	0.0577179	0.000363916	0.00767028	0.0859122	0.0872706	0.0429736	0.0914984	0.11027	0.0611885	0.098084	0.037229	0.147649	0.564727	0.250395	2.86953	0.251096	0.429975	0.570025	0.748904	0.286	0.543085	0.826578	1.20981	1.84133	3.49651	0.905112	0.0294629	0.195435	0.0623691	0.0390008	0.0565398	0.014377	0.0524948	0.0558865	0.0114882	0.0263801	0.0500412	0.0364939	0.000230097	0.00484977	0.0543206	0.0551795	0.0271714	0.0578527	0.0697219	0.0386883	0.0620166	1.581576	0.389829	0.0304705	0.285172	0.714828	0.969529
3132	-37.41443	-51.4679	14.05347	0.279528	0.0413134	0.00534638	0.0220407	0.0133495	0.0449503	0.0393984	0.0325381	0.000732213	0.00748313	0.00906969	0.0598709	0.00140323	0.027739	0.0449131	0.0147088	0.0781848	0.0466946	0.0487328	0.00805033	0.243073	0.0613246	0.572891	0.343948	0.0218369	4.026557	0.285985	0.441425	0.558575	0.714015	0.175611	0.42812	0.767459	1.303	2.33579	5.69441	1.257768	0.261456	0.0386425	0.00500073	0.0206158	0.0124865	0.0420442	0.0368512	0.0304345	0.000684875	0.00699933	0.00848332	0.0560002	0.00131251	0.0259457	0.0420094	0.0137578	0.07313	0.0436758	0.0455821	0.00752987	0.227358	1.06912	7.777184	0.342589	0.458325	0.541675	0.65741
3168	-41.62165	-56.9236	15.30195	0.0423294	0.145846	0.0279808	0.0127436	0.0166691	0.0221955	0.000424964	0.129946	0.146961	0.0217931	0.0728326	0.162466	0.00262959	0.239504	0.120882	0.184705	0.0504511	0.0590912	0.0130843	0.0739034	0.175661	0.017369	0.787131	0.0801614	0.115339	2.835043	0.249782	0.429524	0.570476	0.750219	0.220869	0.478776	0.794707	1.25832	2.08866	4.52758	1.09197	0.0245801	0.0846907	0.0162481	0.00740003	0.0096795	0.0128887	0.000246771	0.0754578	0.0853381	0.012655	0.0422929	0.0943421	0.00152697	0.139077	0.0701944	0.107256	0.0292963	0.0343135	0.00759788	0.0429147	0.102004	1.722099	4.500446	0.296593	0.44473	0.55527	0.703408
3204	-28.72492	-48.27396	19.54904	0.0385157	0.175596	0.0367748	0.0540274	0.136945	0.0462701	0.00691834	0.135495	0.0257899	0.270122	0.21085	0.00734989	0.0136802	0.22351	0.120988	0.0306447	0.0940905	0.0411989	0.0959633	0.0894045	0.0307392	0.00721453	0.412986	0.161457	0.418343	1.429616	0.169179	0.39778	0.60222	0.830821	0.406062	0.644331	0.871858	1.14698	1.552	2.46268	0.6516663	0.0204341	0.0931606	0.0195105	0.0286637	0.072655	0.0245481	0.00367046	0.0718854	0.0136826	0.14331	0.111864	0.00389941	0.00725791	0.118581	0.064189	0.0162582	0.0499188	0.0218577	0.0509123	0.0474327	0.0163084	1.884873	0.2274615	0.00655402	0.215514	0.784487	0.993446
3240	-25.95884	-46.47514	20.5163	0.0359797	0.127318	0.0161868	0.0534464	0.0323985	0.0306045	0.00244372	0.0161936	0.0668968	0.0957449	0.200553	0.00829221	0.0248333	0.175072	0.0277728	0.120799	0.0303426	0.196719	0.0577609	0.00229303	0.0233737	0.205263	0.193931	0.558464	0.0423427	0.4910646	0.048268	0.311593	0.688407	0.951732	0.323625	0.576828	0.842269	1.18727	1.73362	3.09	0.8157446	0.0267502	0.0946584	0.0120346	0.0397363	0.0240877	0.0227538	0.00181686	0.0120397	0.0497365	0.0711845	0.149107	0.00616509	0.0184631	0.130163	0.0206486	0.0898115	0.0225591	0.146257	0.0429441	0.00170482	0.0173779	1.345025	0.8587405	0.106698	0.363616	0.636383	0.893302
3276	-32.3472	-50.02302	17.67581	0.020922	0.235862	0.0563852	0.0233675	0.182102	0.0275502	0.0272287	0.00152793	0.0469595	0.0102705	0.0576734	0.129544	0.0220338	0.0996039	0.031334	0.0113764	0.0280972	0.0934293	0.0408514	0.000580476	0.0502702	0.164896	0.195913	0.572844	0.0663474	1.390562	0.165749	0.396192	0.603807	0.834252	0.577406	0.765022	0.919832	1.08716	1.30715	1.73188	0.3971162	0.0174791	0.197049	0.0471066	0.0195222	0.152136	0.0230166	0.022748	0.0012765	0.039232	0.00858041	0.0481829	0.108227	0.018408	0.0832134	0.0261778	0.00950433	0.0234736	0.0780548	0.034129	0.000484954	0.0419979	1.19697	4.661323	0.299852	0.445731	0.554269	0.700148
3312	-36.5113	-53.76521	17.25392	0.0192071	0.14748	0.00792621	0.00976311	0.161912	0.063465	0.095165	0.000474975	0.00331629	0.012439	0.0579285	0.00667416	0.00642274	0.0431419	0.00337339	0.206898	0.0489045	0.0506124	0.133879	0.00628862	0.0983015	0.181692	0.471499	0.0929292	0.253879	1.281709	0.155634	0.391357	0.608643	0.844366	0.0404643	0.20925	0.613847	1.62907	4.77897	24.7131	2.319123	0.016228	0.124606	0.00669684	0.00824884	0.136799	0.0536215	0.0804047	0.000401305	0.00280193	0.0105097	0.0489437	0.00563899	0.00542656	0.0364505	0.00285017	0.174808	0.0413193	0.0427624	0.113114	0.00531325	0.0830548	1.183574	2.197226	0.221051	0.419214	0.580786	0.778949
3348	-28.41837	-49.35875	20.94038	0.031828	0.110408	0.148403	0.0214173	0.0738089	0.0544639	0.0419569	0.146192	0.0295607	0.000351116	0.0202924	0.054385	0.0861806	0.170696	0.0419331	0.258151	0.07128	0.0505311	0.0216007	0.0731261	0.033103	0.405618	0.382109	0.115051	0.0972217	0.9052024	0.112963	0.367679	0.632321	0.887037	0.730191	0.857823	0.953282	1.04901	1.16574	1.36951	0.2273688	0.020672	0.0717087	0.0963863	0.0139104	0.0479381	0.0353738	0.0272506	0.0949504	0.0191994	0.000228047	0.0131797	0.0353225	0.0559735	0.110866	0.0272351	0.167667	0.0462956	0.0328195	0.0140295	0.0474947	0.0215001	1.539669	0.3261006	0.0198663	0.263015	0.736985	0.980134
3384	-25.2803	-45.17131	19.89101	0.0122995	0.256582	0.00297111	0.00649221	0.127575	0.0116318	0.0711794	0.0918334	0.0117637	0.0046126	0.125098	0.00446295	0.00732123	0.0702274	0.00309003	0.0700714	0.135761	0.00137357	0.0104089	0.0130792	0.0306105	0.0516241	0.312958	0.511281	0.124137	0.1653844	0.00171539	0.173739	0.826261	0.998285	0.5502	0.747225	0.913102	1.09517	1.33829	1.81752	0.4320148	0.0115116	0.240145	0.00278078	0.00607631	0.119402	0.0108867	0.0666196	0.0859505	0.0110101	0.00431711	0.117085	0.00417705	0.00685222	0.0657286	0.00289208	0.0655826	0.127064	0.00128558	0.00974209	0.0122413	0.0286496	1.068445	2.600412	0.240255	0.426203	0.573798	0.759744
3420	-39.30255	-54.77518	15.47263	0.0239628	0.236737	7.33678e-05	0.18171	0.240577	0.268237	0.0282609	0.348871	0.19801	0.0301985	0.0735408	0.00748517	0.0829823	0.162282	0.0215375	0.0967167	0.0942681	0.0842334	0.316556	0.139817	0.110616	0.0861231	0.470284	0.241828	0.201765	0.5609192	0.0604503	0.325518	0.674482	0.93955	0.649603	0.810267	0.93647	1.06784	1.23416	1.5394	0.311927	0.00872431	0.0861904	2.67115e-05	0.0661565	0.0875885	0.0976589	0.0102892	0.127016	0.0720909	0.0109946	0.0267745	0.00272518	0.030212	0.059083	0.00784131	0.0352123	0.0343208	0.0306675	0.115251	0.0509041	0.0402726	2.746671	6.786586	0.332071	0.455309	0.544691	0.66793
3456	-26.48324	-44.05226	17.56903	0.0151188	0.0170428	0.0392109	0.0120758	0.128313	0.0025761	0.00285959	0.0197029	0.0165251	0.0244635	0.0537749	0.114694	0.02748	0.177819	0.0314	0.0453111	0.0108336	0.173789	0.0780625	0.00372674	0.0747544	0.525607	0.248168	0.0339549	0.192269	2.847301	0.250251	0.429685	0.570315	0.749749	0.319625	0.57334	0.840677	1.18952	1.74417	3.12866	0.8247362	0.0141359	0.0159348	0.0366617	0.0112907	0.119971	0.00240862	0.00267368	0.018422	0.0154508	0.022873	0.0502788	0.107237	0.0256934	0.166258	0.0293586	0.0423653	0.0101293	0.162491	0.0729875	0.00348446	0.0698944	1.069533	2.388397	0.23066	0.422762	0.577238	0.76934
3492	-31.24104	-48.68504	17.44401	0.10661	0.0365743	0.0261138	0.0162168	0.0369699	0.0241915	0.0129831	0.0209127	0.0181617	0.098172	0.0197502	0.00802191	0.070948	0.0945304	0.0634238	0.00852016	0.0615259	0.060893	0.0400635	0.0527905	0.0291602	0.387316	0.0818916	0.125325	0.405468	0.9532721	0.119188	0.37154	0.62846	0.880812	0.861572	0.929912	0.977585	1.02293	1.07537	1.16067	0.1077345	0.117602	0.0403453	0.0288062	0.0178888	0.0407816	0.0266857	0.0143217	0.0230688	0.0200342	0.108294	0.0217866	0.008849	0.0782629	0.104277	0.069963	0.00939862	0.0678694	0.0671712	0.0441942	0.0582334	0.0321667	0.9065334	7.974506	0.344459	0.458856	0.541144	0.655542
3528	-33.79541	-53.36074	19.56533	0.174758	0.197806	0.186936	0.0685721	0.00775242	0.102168	0.046356	0.187546	0.0346771	0.0390962	0.0779043	0.0963979	0.195644	0.0156868	0.0820224	0.00138216	0.0423936	0.0601543	0.179628	0.489538	0.0377032	0.429146	0.104174	0.37468	0.0920009	0.911043	0.113733	0.368166	0.631834	0.886267	0.526814	0.731563	0.907087	1.10243	1.36694	1.8982	0.4634199	0.0751933	0.0851101	0.080433	0.0295045	0.00333563	0.0439598	0.0199456	0.0806952	0.0149205	0.0168219	0.0335198	0.0414771	0.0841796	0.00674957	0.0352918	0.000594701	0.0182407	0.0258826	0.0772886	0.210634	0.0162225	2.324124	0.258929	0.0101952	0.232829	0.767171	0.989805
3564	-30.94144	-47.83842	16.89698	0.0625627	0.248535	0.0219899	0.0300858	0.100974	0.036755	0.0508002	0.0923521	0.00229143	0.0552508	0.198831	0.0679925	0.00084948	0.00152834	0.162686	0.000326134	0.063647	0.0132462	0.0292196	0.122598	0.175787	0.0801312	0.587255	0.137702	0.194911	3.648592	0.276231	0.438319	0.561681	0.723769	0.572967	0.762148	0.918752	1.08843	1.31208	1.7453	0.4026967	0.0406698	0.161564	0.0142949	0.0195577	0.0656395	0.0238931	0.0330235	0.0600349	0.00148958	0.0359166	0.129253	0.0441995	0.000552217	0.000993519	0.105756	0.000212008	0.0413747	0.00861089	0.0189946	0.0796965	0.114273	1.538308	2.479807	0.234923	0.424302	0.575698	0.765076
3600	-29.83272	-47.57137	17.73865	0.0678545	0.0643022	0.00443775	0.0147671	0.00589816	0.00235805	0.0254981	0.000186497	0.0168548	0.0644329	0.105935	0.0871627	0.0311712	0.0849323	0.0525233	0.00710459	0.0113861	0.0305679	0.0317868	0.0930367	0.0353488	0.0344877	0.0200078	0.229819	0.715686	5.453945	0.313906	0.449976	0.550023	0.686094	0.811378	0.903083	0.968697	1.03231	1.10732	1.23247	0.1511371	0.0810159	0.0767746	0.00529852	0.0176314	0.0070422	0.00281543	0.0304438	0.000222671	0.020124	0.0769307	0.126483	0.104069	0.0372174	0.101406	0.062711	0.00848263	0.0135945	0.036497	0.0379523	0.111083	0.0422053	0.8375453	1.627389	0.185136	0.40485	0.59515	0.814864
3636	-24.6624	-44.6869	20.0245	0.0643688	0.120837	0.00279321	0.0982435	0.0230503	0.00335069	0.0447987	0.00119084	0.0208364	0.0189719	0.14527	0.0142923	0.0582541	0.0450089	0.0239039	0.0992667	0.0398883	0.0814129	0.013304	0.178656	0.181995	0.329214	0.194365	0.177105	0.299316	0.3739452	0.0277489	0.28013	0.71987	0.972251	0.558474	0.752684	0.915178	1.09268	1.32858	1.79059	0.4212221	0.0503002	0.0944266	0.00218272	0.0767712	0.0180124	0.00261836	0.0350074	0.000930567	0.0162823	0.0148253	0.113519	0.0111685	0.0455219	0.0351716	0.0186794	0.0775707	0.0311702	0.0636191	0.0103962	0.139608	0.142218	1.279694	2.082464	0.214777	0.416836	0.583164	0.785223
3672	-36.09173	-53.83122	17.73949	0.0466493	0.0766164	0.0295937	0.0164291	0.0752812	0.00798919	0.0285945	0.00400135	0.0310778	0.0214055	0.028414	0.0862852	0.00438605	0.0131406	0.102122	0.0135732	0.0327651	0.0641359	0.0935282	0.117911	0.0696613	0.41829	0.171617	0.186996	0.223096	0.09051672	3.43686e-05	0.107321	0.892679	0.999966	0.148484	0.39448	0.748113	1.3367	2.53498	6.73475	1.379096	0.0484135	0.0795138	0.0307129	0.0170504	0.0781282	0.00829133	0.0296759	0.00415267	0.0322531	0.022215	0.0294886	0.0895483	0.00455192	0.0136375	0.105984	0.0140865	0.0340042	0.0665614	0.0970653	0.12237	0.0722958	0.9635602	4.412427	0.29474	0.444158	0.555843	0.705259
3708	-34.43699	-52.36456	17.92757	0.0300129	0.00888754	0.00588006	0.00279111	0.0438189	0.00985224	0.00461683	0.00941079	0.0222973	0.0027567	0.00849121	0.00122492	0.0109931	0.00423715	0.01586	0.0060394	0.02773	0.00157574	0.0111903	0.00303212	0.00565437	0.220372	0.162713	0.214077	0.402839	3.359988	0.267823	0.435586	0.564414	0.732176	0.214238	0.471712	0.79103	1.26417	2.11994	4.6677	1.114008	0.126984	0.0376029	0.0248783	0.0118091	0.185396	0.0416845	0.0195337	0.0398167	0.0943393	0.0116635	0.035926	0.0051826	0.0465113	0.0179272	0.067103	0.0255525	0.117325	0.00666692	0.0473457	0.0128288	0.0239234	0.2363526	1.372659	0.164142	0.39544	0.60456	0.835858
