Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
5040	-31.20167	-48.12447	16.9228	0.0213099	0.0791054	0.0117536	0.0346167	0.151676	0.0578474	0.0117736	0.0135206	0.00472489	0.0154984	0.0231159	0.0879794	0.211486	0.19639	0.118921	0.0300738	0.19142	0.0427633	0.0142362	0.0585868	0.234117	0.181635	0.0725452	0.637491	0.108329	0.5247108	0.0541746	0.318654	0.681346	0.945825	0.219227	0.477037	0.793806	1.25975	2.09627	4.56149	1.097364	0.0132284	0.0491059	0.00729621	0.0214889	0.0941549	0.0359097	0.00730866	0.0083931	0.00293305	0.00962085	0.0143495	0.0546146	0.131283	0.121912	0.0738222	0.0186688	0.118827	0.026546	0.00883732	0.0363686	0.145331	1.610915	5.562553	0.315611	0.450484	0.549516	0.684389
5076	-29.90538	-46.77904	16.87367	0.00799455	0.0128747	0.00114087	0.0115052	0.0155997	0.00764231	0.000195868	0.0075548	0.0126716	0.000370281	0.0110907	0.00335971	0.0421526	0.00784061	0.00595825	0.00305609	0.0107555	0.00111628	0.00394627	0.0149746	0.025223	0.510381	0.135781	0.306564	0.0472741	1.822525	0.198895	0.410581	0.589419	0.801105	0.195291	0.450884	0.779964	1.28211	2.21787	5.12055	1.180961	0.0386167	0.0621895	0.00551084	0.0555742	0.0753522	0.0369152	0.000946115	0.0364925	0.0612084	0.0017886	0.0535722	0.0162286	0.203613	0.0378731	0.0287806	0.0147621	0.0519532	0.00539204	0.019062	0.0723327	0.121837	0.2070234	4.405655	0.294596	0.444113	0.555887	0.705404
5112	-30.677	-49.70053	19.02353	0.0175691	0.000433889	0.00410477	0.0188907	0.00228285	0.00461633	0.019285	0.00199694	0.000922686	0.000444109	0.00556673	0.00930899	0.0160809	0.00731804	0.00544911	0.00379023	0.0219175	0.014661	0.00121323	0.0212656	0.00302822	0.275153	0.0832768	0.246272	0.395297	0.468	0.0441946	0.306318	0.693682	0.955805	0.0473105	0.225826	0.628622	1.59078	4.42819	21.1369	2.206099	0.0975273	0.00240854	0.0227858	0.104863	0.0126722	0.0256255	0.107052	0.0110851	0.00512188	0.00246527	0.0309013	0.0516747	0.0892657	0.0406228	0.0302483	0.0210398	0.121666	0.0813843	0.00673472	0.118046	0.0168098	0.1801459	1.314309	0.158752	0.392873	0.607127	0.841247
5148	-25.52553	-47.02663	21.50111	0.00331814	0.0111078	0.0421161	0.0130922	0.029428	0.0123242	0.0339779	0.000932811	0.0620033	0.00997964	0.0554563	0.0754032	0.0106678	0.0314526	0.000463894	0.0594021	0.0572353	0.154593	0.00435364	0.136557	0.220931	0.211467	0.172447	0.558217	0.0578678	0.7376014	0.0891608	0.351117	0.648883	0.910839	0.52487	0.730245	0.906577	1.10305	1.3694	1.90523	0.4660935	0.00323785	0.0108391	0.041097	0.0127754	0.028716	0.012026	0.0331558	0.00091024	0.060503	0.00973817	0.0541145	0.0735787	0.0104096	0.0306916	0.000452669	0.0579648	0.0558504	0.150853	0.0042483	0.133253	0.215585	1.024797	0.3226026	0.019315	0.261636	0.738364	0.980685
5184	-37.30624	-52.64807	15.34184	0.0164263	0.297105	0.0203187	0.0246513	0.0620096	0.0434605	0.0814561	0.00326816	0.0469703	0.0182736	0.146582	0.0419906	0.20122	0.0116929	0.151997	0.0156173	0.206282	0.00798371	0.03019	0.209535	0.128223	0.258798	0.246688	0.449107	0.0454064	4.301899	0.292342	0.443414	0.556587	0.707657	0.13827	0.381006	0.740045	1.35127	2.62463	7.23221	1.430624	0.00930533	0.168307	0.0115103	0.0139647	0.0351279	0.02462	0.0461441	0.00185138	0.0266082	0.0103518	0.0830374	0.0237873	0.113989	0.0066239	0.0861051	0.00884708	0.116857	0.0045227	0.0171024	0.118699	0.0726374	1.765255	2.306697	0.226674	0.421303	0.578697	0.773326
5220	-31.20565	-46.96181	15.75616	0.091279	0.0610747	0.0330545	0.0518281	0.0360368	0.00800818	0.208632	0.019216	0.00997119	0.0372138	0.157703	0.136428	0.074098	0.0148772	0.036757	0.0122796	0.0870469	0.115736	0.145277	0.155548	0.181124	0.376696	0.461467	0.130938	0.0308986	4.539539	0.297399	0.444978	0.555021	0.702601	0.572181	0.761638	0.91856	1.08866	1.31296	1.7477	0.4036897	0.054554	0.036502	0.0197554	0.0309756	0.0215378	0.00478618	0.124691	0.0114846	0.0059594	0.0222413	0.0942528	0.0815376	0.0442855	0.00889152	0.0219683	0.00733907	0.0520246	0.0691709	0.0868263	0.092965	0.108251	1.673188	3.31789	0.266517	0.435156	0.564843	0.733483
5256	-29.93835	-49.73822	19.79987	0.0149146	0.0269077	0.00567509	0.0051514	0.0121347	0.0271817	0.0132489	0.0118556	0.000345269	0.0121955	0.100639	0.0685413	0.00732773	0.00203846	0.0471854	0.00199761	0.0164332	0.0464408	0.0156751	0.0502538	0.0249333	0.441979	0.382876	0.0551025	0.120043	0.2087395	0.00474304	0.204054	0.795946	0.995257	0.21425	0.471725	0.791037	1.26416	2.11988	4.66744	1.113968	0.0291827	0.0526491	0.0111042	0.0100795	0.0237434	0.0531852	0.0259234	0.0231973	0.000675571	0.0238623	0.196917	0.134112	0.0143378	0.00398857	0.0923256	0.00390863	0.032154	0.0908686	0.0306708	0.0983293	0.0487859	0.5110766	2.357594	0.229178	0.422221	0.577778	0.770823
5292	-31.88995	-49.70422	17.81427	0.00406996	0.016813	0.000319487	0.0063763	0.00477426	0.017272	0.00520124	0.0184043	0.000927745	0.00119071	0.0106189	0.00293906	0.00492575	0.00600424	0.0472531	0.00107109	0.0128839	0.0153593	0.00555994	0.0165721	0.00363456	0.220419	0.0959709	0.501159	0.182451	1.604479	0.1834	0.404104	0.595896	0.816601	0.0535071	0.239797	0.640505	1.56127	4.1702	18.6891	2.117103	0.0201313	0.0831624	0.00158028	0.0315391	0.0236149	0.0854325	0.0257269	0.0910334	0.00458891	0.00588963	0.0525245	0.0145375	0.0243643	0.0296988	0.233728	0.00529793	0.0637279	0.075972	0.0275012	0.0819708	0.0179776	0.2021711	1.61877	0.184486	0.404571	0.595428	0.815514
5328	-33.22241	-52.08663	18.86422	0.03167	0.0199234	0.0114584	0.00771636	0.0145352	0.103128	0.0610006	0.00278897	0.0106071	0.00693695	0.00509136	0.0313011	0.140172	0.0287815	0.0504678	0.0463007	0.017546	0.104847	0.0871319	0.063952	0.0627017	0.178417	0.176397	0.0122505	0.632935	0.6296205	0.0720306	0.336819	0.663181	0.927969	0.139363	0.382472	0.740933	1.34965	2.61457	7.17548	1.42493	0.0348766	0.0219406	0.0126186	0.00849764	0.0160068	0.11357	0.0671769	0.00307135	0.0116811	0.00763931	0.00560686	0.0344704	0.154365	0.0316956	0.0555777	0.0509887	0.0193225	0.115463	0.095954	0.0704271	0.0690502	0.9080589	2.525285	0.236972	0.425036	0.574964	0.763029
5364	-34.62559	-55.11504	20.48945	0.0174614	0.0467162	0.0218061	0.0023558	0.0234235	0.00864124	0.0375473	0.0166543	0.00752776	0.0243042	0.00101046	0.0289893	0.0891316	0.0967755	0.0028485	0.00566409	0.00264221	0.00325829	0.034308	0.0310665	0.035434	0.138821	0.13441	0.500708	0.226061	0.5726001	0.0624519	0.327588	0.672412	0.937548	0.225198	0.48333	0.797058	1.25461	2.06898	4.44054	1.077934	0.0324824	0.0869031	0.0405645	0.00438235	0.0435731	0.0160747	0.0698469	0.0309808	0.0140034	0.0452115	0.0018797	0.0539269	0.165806	0.180025	0.00529889	0.0105365	0.00491513	0.00606119	0.063821	0.0577909	0.0659156	0.5375663	0.05086071	5.39871e-08	0.0643797	0.93562	1
5400	-26.28014	-45.99187	19.71173	0.0621109	0.221205	0.0662241	0.0562931	0.148832	0.0468389	0.0233884	0.0604375	0.0743597	0.0445183	0.0235324	0.0364159	0.0304902	0.0949108	0.044263	0.00496791	0.000777172	0.00940141	0.082376	0.101292	0.128014	0.0411434	0.475597	0.353365	0.129895	2.031926	0.21188	0.415722	0.584279	0.788119	0.627805	0.79689	0.931619	1.0734	1.25488	1.59285	0.3366072	0.0456481	0.162573	0.048671	0.0413723	0.109383	0.034424	0.0171892	0.0444182	0.0546502	0.0327184	0.017295	0.0267636	0.0224086	0.0697541	0.0325308	0.00365114	0.000571178	0.00690951	0.0605418	0.0744437	0.0940829	1.360648	0.7110301	0.0850754	0.347922	0.652078	0.914925
5436	-27.22459	-48.41793	21.19334	0.00483248	0.0965775	0.0445482	0.056998	0.025089	0.0295785	0.0250685	0.0906631	0.00888123	0.0760465	0.0331643	0.0145503	0.0243762	0.0884177	0.110609	0.00352028	0.0178484	0.142116	0.201793	0.165827	0.0590679	0.087572	0.105499	0.381628	0.425301	0.1426899	0.000796384	0.155564	0.844436	0.999204	0.366019	0.612519	0.858193	1.16524	1.6326	2.7321	0.7267353	0.00366216	0.0731885	0.0337596	0.0431943	0.019013	0.0224152	0.0189974	0.0687065	0.00673039	0.0576297	0.0251326	0.0110265	0.0184728	0.0670049	0.0838215	0.00266775	0.0135259	0.107698	0.152923	0.125667	0.0447629	1.319572	0.1837771	0.00279379	0.187279	0.812721	0.997206
5472	-29.4906	-49.10895	19.61835	0.00394046	0.135068	0.0270449	0.0867599	0.0461145	0.0301406	0.0425048	0.0652647	0.03124	0.00671957	0.0256772	0.0446171	0.0130365	0.0659579	0.0282259	0.0133928	0.0474388	0.0598739	0.0714286	0.041296	0.0334791	0.0420847	0.0424447	0.137775	0.777696	0.5500974	0.0585853	0.323539	0.676461	0.941415	0.61123	0.78656	0.927834	1.07778	1.27136	1.63604	0.3559533	0.00428673	0.146937	0.0294216	0.0943841	0.0501669	0.0327893	0.04624	0.0710001	0.0339853	0.00731007	0.0279337	0.0485379	0.0141822	0.0717541	0.0307063	0.0145697	0.0516076	0.0651355	0.0777056	0.044925	0.0364211	0.919221	3.151349	0.261125	0.433369	0.566632	0.738874
5508	-35.53732	-50.5606	15.02328	0.0104523	0.038886	0.0791946	0.218017	0.0607951	0.134829	0.0135991	0.0733763	0.091582	0.0120921	0.00911923	0.156236	0.11525	0.104116	0.0293212	0.00155937	0.0698534	0.00848459	0.0358813	0.210348	0.0529658	0.248227	0.218541	0.45339	0.0798416	1.202022	0.147668	0.38737	0.61263	0.852332	0.783615	0.887879	0.963579	1.0378	1.12628	1.27614	0.1763109	0.00684967	0.025483	0.0518982	0.142872	0.0398405	0.0883571	0.00891184	0.0480853	0.060016	0.00792427	0.00597607	0.102386	0.0755262	0.0682298	0.0192149	0.00102189	0.0457767	0.00556017	0.0235139	0.137847	0.0347098	1.52596	13.36937	0.378756	0.468377	0.531622	0.621244
5544	-35.67748	-52.83116	17.15368	0.236923	0.236815	0.0501991	0.107178	0.0803184	0.0802643	0.154127	0.057656	0.016829	0.305121	0.0525265	0.276012	0.273148	0.0823204	0.0400853	0.00530208	0.040503	0.0129407	0.141418	0.39787	0.0206315	0.299208	0.101914	0.592889	0.00598935	3.791765	0.280079	0.439552	0.560447	0.719921	0.908798	0.954431	0.985554	1.01466	1.04774	1.10035	0.06914884	0.0887953	0.0887549	0.0188139	0.0401687	0.0301022	0.030082	0.0577645	0.0216087	0.00630727	0.114355	0.0196862	0.103446	0.102372	0.0308526	0.0150234	0.00198715	0.01518	0.00485002	0.0530014	0.149116	0.0077324	2.668187	0.5186826	0.0531207	0.31744	0.68256	0.946879
5580	-32.34244	-49.65059	17.30815	0.124549	0.110572	0.0254549	0.0464458	0.00111638	0.0556097	0.00560014	0.0472203	0.00520588	0.00202949	0.0224406	0.0257441	0.320794	0.0513021	0.00739588	0.0871506	0.106517	0.043514	0.0395645	0.0796424	0.00802681	0.00700347	0.428076	0.41994	0.144981	0.7413548	0.089731	0.351553	0.648447	0.910269	0.165187	0.415533	0.760347	1.31519	2.40655	6.05374	1.302013	0.102434	0.0909384	0.0209351	0.0381988	0.000918153	0.0457356	0.00460578	0.0388358	0.00428152	0.00166913	0.018456	0.021173	0.263834	0.0421929	0.00608266	0.0716761	0.087604	0.0357876	0.0325394	0.065501	0.00660157	1.215896	4.831973	0.303145	0.446736	0.553264	0.696855
5616	-27.31127	-46.76449	19.45322	0.0119013	0.0279297	0.00430528	0.0528431	0.0345911	0.00530705	0.0258897	0.0379587	0.00791734	0.0262913	0.0665953	0.0400473	0.0708706	0.0555284	0.0434858	0.0368264	0.0303534	0.0529843	0.00056036	0.0710425	0.135587	0.00939502	0.644865	0.146076	0.199665	1.410869	0.167545	0.397026	0.602973	0.832456	0.584137	0.769359	0.921455	1.08524	1.29978	1.71193	0.3887356	0.0141882	0.0332965	0.00513256	0.0629973	0.041238	0.00632684	0.0308646	0.0452527	0.00943871	0.0313433	0.079392	0.0477426	0.0844888	0.0661985	0.0518418	0.0439028	0.036186	0.0631655	0.000668037	0.0846938	0.161641	0.8388162	2.141205	0.21804	0.418079	0.581921	0.78196
5652	-31.39664	-46.10416	14.70752	0.0337906	0.171548	0.00991686	0.0406561	0.0120264	0.0169435	0.046328	0.0574013	0.0180331	0.061285	0.156755	0.0303808	0.127957	0.0606471	0.0434416	0.00543439	0.0950731	0.000143559	0.0168982	0.0149191	0.0854232	0.00649514	0.676503	0.18635	0.130652	9.762758	0.358832	0.462898	0.537102	0.641168	0.455898	0.681756	0.887351	1.12695	1.4668	2.19347	0.5679602	0.0305796	0.155246	0.00897452	0.0367928	0.0108836	0.0153335	0.0419257	0.0519468	0.0163195	0.0554614	0.141859	0.0274939	0.115798	0.0548842	0.0393136	0.00491799	0.0860388	0.000129918	0.0152924	0.0135015	0.077306	1.105002	2.954935	0.254266	0.431057	0.568942	0.745734
5688	-41.64578	-58.25847	16.6127	0.0378025	0.0609345	0.0474421	0.0415157	0.0335041	0.0199721	0.0108112	0.647447	0.00241352	0.0137179	0.597683	0.00309847	0.339349	0.0459095	0.524137	0.0511176	0.0357615	0.00357401	0.0620361	0.0588444	0.0405586	0.546464	0.0722988	0.00336099	0.377876	1.749765	0.19397	0.408565	0.591435	0.806029	0.110781	0.341967	0.715503	1.39762	2.92426	9.02678	1.590893	0.0141179	0.0227569	0.0177179	0.0155046	0.0125126	0.00745887	0.00403762	0.241799	0.000901365	0.00512317	0.223214	0.00115717	0.126735	0.0171456	0.195746	0.0190906	0.0133557	0.00133477	0.0231683	0.0219763	0.0151472	2.67763	0.8116102	0.100085	0.359113	0.640887	0.899915
5724	-34.81584	-50.78438	15.96854	0.0218444	0.0178237	0.0710583	0.188325	0.069145	0.000203295	0.0117541	0.0627006	0.00870428	0.00794909	0.310177	0.00418937	0.0451795	0.0255253	0.275249	0.00124918	0.153929	0.18593	0.0430798	0.00762359	0.359697	0.201141	0.174341	0.316202	0.308316	0.2724508	0.0119598	0.239591	0.760409	0.98804	0.290783	0.547497	0.828667	1.20676	1.8265	3.43899	0.8931179	0.0116731	0.0095246	0.0379719	0.100636	0.0369495	0.000108636	0.00628112	0.0335058	0.00465137	0.00424781	0.165752	0.0022387	0.0241429	0.0136401	0.147087	0.000667535	0.0822561	0.0993569	0.0230209	0.00407387	0.192214	1.871337	8.383004	0.348126	0.459895	0.540106	0.651874
5760	-34.64361	-54.05267	19.40905	0.0359268	0.167006	0.0429551	0.0476108	0.366936	0.0204045	0.00687192	0.419719	0.0471602	0.0109539	0.289242	0.000884363	0.107772	0.118947	0.103996	0.158268	0.163805	0.0419481	0.0715032	0.0263472	0.0285284	0.234742	0.101682	0.485394	0.178182	0.1611771	0.00151146	0.170494	0.829506	0.998489	0.693718	0.836651	0.945878	1.05722	1.19524	1.44151	0.2644193	0.0157796	0.0733517	0.0188666	0.0209114	0.161164	0.00896198	0.00301826	0.184347	0.0207135	0.00481112	0.12704	0.000388426	0.047335	0.0522434	0.0456769	0.069514	0.0719457	0.0184243	0.0314053	0.0115721	0.0125301	2.276785	1.278871	0.155359	0.391222	0.608779	0.84464
5796	-38.41157	-52.85609	14.44453	0.343049	0.0625631	0.0431058	0.274114	0.24454	0.0149303	0.00300542	0.0398886	0.012808	0.0576841	0.138756	0.000103877	0.222292	0.397948	0.148451	0.115128	0.0959685	0.0286009	0.0112001	0.192999	0.0593595	0.14717	0.43372	0.0209984	0.398112	1.3902	0.165716	0.396177	0.603823	0.834283	0.685309	0.83169	0.944125	1.05918	1.20237	1.45919	0.2732367	0.136864	0.0249604	0.0171976	0.109362	0.0975626	0.00595665	0.00119905	0.0159141	0.00510991	0.0230139	0.0553585	4.1443e-05	0.0886864	0.158767	0.0592265	0.0459318	0.0382879	0.0114107	0.00446843	0.0769997	0.0236823	2.506494	8.749137	0.351202	0.460761	0.539239	0.648798
5832	-29.01602	-47.76452	18.7485	0.165607	0.0717019	0.00853385	0.0875323	0.0931565	0.0112078	0.0459954	0.00996006	0.00322963	0.00683048	0.0859959	0.00550345	0.158895	0.0201199	0.180691	0.111874	0.0576696	0.0109133	0.0312376	0.0550591	0.00339278	0.0503307	0.120391	0.682933	0.146345	0.8195904	0.101224	0.359905	0.640095	0.898777	0.937296	0.968912	0.990196	1.0099	1.03209	1.0669	0.04682292	0.135178	0.0585271	0.0069658	0.0714487	0.0760395	0.00914841	0.0375439	0.00812995	0.0026362	0.00557541	0.0701946	0.00449222	0.129699	0.016423	0.14749	0.0913181	0.0470731	0.00890804	0.0254979	0.0449423	0.00276937	1.225107	4.230503	0.290748	0.442917	0.557082	0.709252
5868	-29.92522	-51.72727	21.80205	0.00766144	0.0533696	0.0143181	0.00326992	0.113863	0.0011144	0.00353104	0.0652689	0.0662551	0.0673971	0.0106144	0.049485	0.0215462	0.0760019	0.0424423	0.0186064	0.0182305	0.0180175	0.0394149	0.00373688	0.0268224	0.218832	0.278484	0.0933641	0.409319	0.8681306	0.107984	0.364466	0.635534	0.892016	0.966588	0.983563	0.994843	1.00518	1.01671	1.03457	0.02457198	0.0106266	0.0740251	0.0198596	0.00453547	0.157931	0.0015457	0.00489765	0.0905297	0.0918976	0.0934816	0.0147225	0.068637	0.0298852	0.105417	0.0588686	0.0258075	0.0252862	0.0249907	0.0546694	0.00518315	0.0372034	0.7209669	0.6081768	0.068468	0.333507	0.666493	0.931532
5904	-33.94626	-52.71371	18.76746	0.0265846	0.00520055	0.0053891	0.0165609	0.00738076	0.00394541	0.0172331	0.0290928	0.0231905	0.0371084	0.0148549	0.0623662	0.00702057	0.0133048	0.0233004	0.111392	0.258692	0.0172512	0.0696238	0.0477467	0.0277804	0.400235	0.206063	0.257361	0.136341	0.4098322	0.0339446	0.291129	0.708871	0.966055	0.0241069	0.162542	0.56733	1.76264	6.15225	41.4819	2.693618	0.032223	0.00630355	0.00653209	0.0200733	0.00894617	0.0047822	0.0208881	0.0352632	0.0281091	0.0449789	0.0180055	0.0755936	0.00850958	0.0161267	0.0282423	0.135017	0.313559	0.02091	0.0843905	0.0578735	0.0336724	0.8250194	1.373828	0.164248	0.39549	0.60451	0.835752
5940	-24.83095	-42.55215	17.7212	0.457384	0.154599	0.0650493	0.00226341	0.0849404	0.0002744	0.0111193	0.0499545	0.0122339	0.0536081	0.113552	0.140846	0.0568204	0.192354	0.130531	0.00533961	0.187057	0.245474	0.0655899	0.115534	0.165253	0.476888	0.0914074	0.365414	0.0662906	0.3834336	0.0293701	0.283177	0.716823	0.97063	0.706864	0.844346	0.948584	1.0542	1.18435	1.4147	0.2508453	0.198021	0.0669326	0.0281626	0.000979926	0.0367743	0.000118799	0.00481402	0.0216274	0.00529657	0.0232092	0.0491616	0.0609781	0.0245999	0.0832783	0.0565125	0.00231174	0.0809847	0.106276	0.0283966	0.0500196	0.071545	2.30978	3.69364	0.277464	0.438715	0.561285	0.722537
5976	-31.39778	-49.66006	18.26228	0.307762	0.120386	0.0300919	0.111393	0.00978036	0.000472805	0.0602484	0.115603	0.0653378	0.111522	0.0595352	0.0171352	0.0502018	0.1791	0.0193975	2.66064e-05	0.391653	0.0732261	0.00725533	0.0130994	0.198633	0.539525	0.235477	0.109931	0.115067	3.80097	0.28032	0.439629	0.560371	0.71968	0.89094	0.945238	0.982583	1.01773	1.05793	1.12241	0.08349842	0.158488	0.0619952	0.0154965	0.057364	0.0050366	0.000243481	0.0310261	0.0595321	0.033647	0.0574305	0.0306588	0.00882412	0.0258525	0.0922313	0.00998914	1.37015e-05	0.20169	0.0377093	0.00373628	0.00674581	0.10229	1.941859	0.1203357	0.000285587	0.136011	0.863989	0.999714
6012	-34.63017	-51.521	16.89083	0.13169	0.0610774	0.0122482	0.0978372	0.0335657	0.000955017	0.12075	0.0137449	0.00342779	0.0218443	0.0185005	0.00357478	0.137325	0.0651068	0.0196886	0.0239794	0.00113895	0.107986	0.0403753	0.018462	0.0713065	0.224929	0.279764	0.187335	0.307971	4.50185	0.296621	0.444739	0.555261	0.703378	0.03765	0.202021	0.607151	1.64704	4.94997	26.5604	2.371247	0.131089	0.0607987	0.0121923	0.0973907	0.0334125	0.000950659	0.120199	0.0136822	0.00341215	0.0217446	0.0184161	0.00355846	0.136698	0.0648097	0.0195987	0.0238699	0.00113375	0.107493	0.040191	0.0183778	0.0709811	1.004584	0.481533	0.0465861	0.309459	0.690541	0.953414
6048	-32.24178	-52.46377	20.22199	0.128972	0.070147	0.0134454	0.0996607	0.0215576	0.00239497	0.0783305	0.0278099	0.054464	0.0221679	0.0428518	0.07133	0.0624756	0.00916682	0.0215965	0.0143075	0.0346709	0.14093	0.0433506	0.0863131	0.00485087	0.140805	0.0790684	0.523582	0.256544	1.153346	0.142546	0.384715	0.615285	0.857454	0.16321	0.413099	0.758955	1.3176	2.42073	6.12709	1.310721	0.122738	0.0667562	0.0127955	0.0948433	0.0205156	0.0022792	0.0745441	0.0264656	0.0518313	0.0210964	0.0407804	0.0678821	0.0594556	0.00872371	0.0205526	0.0136159	0.032995	0.134117	0.0412551	0.0821409	0.00461639	1.050793	0.2948534	0.0151046	0.249994	0.750006	0.984895
6084	-27.54227	-46.14799	18.60572	0.0484761	0.166657	0.0415185	0.040534	0.0833832	0.00578538	0.0256996	0.0293026	0.0392353	0.0142502	0.0449225	0.018444	0.0582744	0.00867846	0.0504418	0.115852	0.157212	0.0333638	0.00467324	0.103499	0.0262201	0.226384	0.30024	0.154513	0.318863	4.797156	0.302487	0.446535	0.553464	0.697514	0.463256	0.6871	0.889515	1.12421	1.45539	2.15863	0.5563839	0.0434208	0.149277	0.0371888	0.036307	0.0746877	0.00518206	0.0230196	0.0262469	0.0351437	0.0127642	0.0402379	0.0165206	0.0521974	0.00777345	0.0451816	0.103771	0.140818	0.0298846	0.0041859	0.0927058	0.0234858	1.116423	0.2597713	0.0103019	0.233261	0.766739	0.989698
6120	-36.31128	-53.27801	16.96673	0.121825	0.147889	0.051809	0.0170693	0.109934	0.013019	0.179536	0.115717	0.000941316	0.0373879	0.0823681	0.105722	0.183708	0.0319796	0.0557535	0.257859	0.173387	0.0390546	0.027049	0.030917	0.00261746	0.362986	0.12417	0.319897	0.192947	4.148289	0.288866	0.44233	0.557671	0.711134	0.299075	0.555056	0.832219	1.20161	1.80162	3.34364	0.8727875	0.0682287	0.0828257	0.0290158	0.00955971	0.061569	0.00729132	0.10055	0.0648079	0.000527187	0.0209392	0.0461305	0.0592099	0.102886	0.0179103	0.031225	0.144415	0.0971063	0.0218727	0.0151489	0.0173152	0.00146592	1.785544	1.067646	0.133017	0.379567	0.620433	0.866983
6156	-26.43435	-47.22074	20.78639	0.00343359	0.0415656	0.00951964	0.0100837	0.0197412	0.00172588	0.00316718	0.0130677	0.0338045	0.00163505	0.0466831	0.0150157	0.0441158	0.00161372	0.0307688	0.0502706	0.00725708	0.0110895	0.010207	0.00779599	0.00658066	0.233364	0.24116	0.146974	0.378502	1.076035	0.13398	0.3801	0.6199	0.86602	0.330739	0.582977	0.84506	1.18335	1.71533	3.02354	0.8000231	0.00930156	0.112601	0.0257886	0.0273165	0.0534785	0.00467538	0.00857985	0.0354002	0.0915759	0.00442932	0.126464	0.0406772	0.119509	0.00437153	0.0833523	0.136182	0.0196593	0.0300414	0.0276507	0.0211192	0.0178269	0.3691419	0.6697434	0.0785576	0.34256	0.65744	0.921443
6192	-45.79388	-64.36735	18.57348	0.0575419	0.00551992	0.00899552	0.0827913	0.0307782	0.00203221	0.00858866	0.0690973	0.00630547	0.0411456	0.00316838	0.00420892	0.0199802	0.00679098	0.0408851	0.00245961	0.000432003	0.0106742	0.0389599	0.0329131	0.016665	0.0525321	0.31392	0.365086	0.268462	1.75058	0.194027	0.408588	0.591411	0.805974	0.0295822	0.179605	0.585276	1.7086	5.56778	33.8041	2.545624	0.117448	0.0112667	0.0183607	0.168985	0.0628212	0.00414794	0.0175303	0.141034	0.0128701	0.083982	0.00646696	0.00859081	0.0407814	0.013861	0.0834504	0.0050203	0.000881758	0.0217871	0.0795208	0.0671787	0.0340148	0.4899334	0.5848754	0.0645418	0.329694	0.670306	0.935458
6228	-32.0707	-49.1825	17.11181	0.119967	0.000750687	0.0313151	0.0537268	0.226956	0.00315796	0.0135614	0.101494	0.0661552	0.0969079	0.0431026	0.0862668	0.140053	0.113966	0.0768541	0.00413819	0.0399511	0.118367	0.0609094	0.0717731	0.0354543	0.00651763	0.743621	0.177816	0.0720453	6.368675	0.326955	0.453822	0.546178	0.673045	0.729226	0.85727	0.95309	1.04922	1.16649	1.37132	0.2283244	0.0797212	0.000498852	0.0208098	0.035703	0.150819	0.00209855	0.00901191	0.0674457	0.043962	0.064398	0.0286429	0.0573267	0.0930691	0.0757334	0.0510717	0.00274994	0.0265486	0.0786584	0.040476	0.0476952	0.0235604	1.504828	1.01966	0.127377	0.376378	0.623622	0.872622
6264	-32.70379	-50.25212	17.54834	0.0156695	0.00502726	0.12207	0.0337926	0.141634	0.00777616	0.0856504	0.0464393	0.0110589	0.165264	0.0303981	0.0717954	0.102926	0.209225	0.0554155	0.164565	0.0107254	0.110589	0.0808491	0.303532	0.0277161	0.130697	0.23222	0.632271	0.00481075	3.946552	0.284026	0.440807	0.559194	0.715974	0.324888	0.577925	0.842768	1.18657	1.73033	3.07798	0.8129275	0.00869504	0.00278964	0.0677369	0.0187516	0.0785933	0.00431501	0.0475276	0.0257692	0.00613662	0.0917055	0.016868	0.0398394	0.0571141	0.116099	0.0307502	0.0913173	0.00595155	0.0613661	0.0448633	0.168431	0.0153797	1.80212	0.6360494	0.0730888	0.337777	0.662223	0.926911
